"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9730","A test to get the field color value in Hex format","","Tue Dec 09 11:54:07 UTC 2025","passed","Tue Dec 09 11:54:16 UTC 2025","","List. Checking the basic functions for the CheckBox","application.Samples.List.CheckBoxOnListTest","color"
"The test checks for the disabled attribute.","8344","A test to check the field for ""Read-only""","","Tue Dec 09 11:50:04 UTC 2025","passed","Tue Dec 09 11:50:12 UTC 2025","","List. Checking the basic functions for the MultipleSelect in the widget List","application.Samples.List.MultipleSelectOnListTest","readonly"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","5759","A test to get the field color value in Hex format","","Tue Dec 09 12:19:42 UTC 2025","passed","Tue Dec 09 12:19:48 UTC 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","color"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","6416","Business Exception Validation Test","","Tue Dec 09 12:17:20 UTC 2025","passed","Tue Dec 09 12:17:27 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","businessException"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","12412","Confirmation Popup Validation Test","","Tue Dec 09 12:15:48 UTC 2025","passed","Tue Dec 09 12:16:01 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","confirm"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","6609","Confirmation Popup Validation Test","","Tue Dec 09 12:17:48 UTC 2025","passed","Tue Dec 09 12:17:55 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","confirm"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","8267","A test to get the field color value in Hex format","","Tue Dec 09 11:53:21 UTC 2025","passed","Tue Dec 09 11:53:29 UTC 2025","","List. Checking the basic functions for the MultiValue in the widget List","application.Samples.List.MultiValueOnListTest","color"
"The test gets the value from the style attribute in RGB format, and then converts it to  Hex format","5879","A test to get the field color value in Hex format","","Tue Dec 09 11:48:28 UTC 2025","passed","Tue Dec 09 11:48:34 UTC 2025","","List. Checking the basic functions for the Number in the widget List","application.Samples.List.NumberOnListTest","color"
"Sorting by the specified column.","11965","Sorting test","","Tue Dec 09 11:52:54 UTC 2025","passed","Tue Dec 09 11:53:06 UTC 2025","","List. Checking the basic functions for the CheckBox","application.Samples.List.CheckBoxOnListTest","sorting"
"Sorting is not available for the Form widget","6555","Sorting test","","Tue Dec 09 12:21:59 UTC 2025","passed","Tue Dec 09 12:22:05 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","sorting"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","7718","Required Message text Verification field test","","Tue Dec 09 12:22:32 UTC 2025","passed","Tue Dec 09 12:22:40 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","required"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","7404","Run-time exception validation test","","Tue Dec 09 12:12:11 UTC 2025","passed","Tue Dec 09 12:12:18 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","runtimeException"
"The test verifies that after clearing the field, it is empty","7673","The test for deleting a file from a field","","Tue Dec 09 12:22:54 UTC 2025","passed","Tue Dec 09 12:23:02 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","clear"
"Filtering is not available for the Form widget","8214","Filtering test","","Tue Dec 09 12:10:23 UTC 2025","passed","Tue Dec 09 12:10:31 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","filtration"
"The Hint field type is always read-only","7242","A test to check the field for ""Read-only""","","Tue Dec 09 12:21:59 UTC 2025","passed","Tue Dec 09 12:22:07 UTC 2025","","Form. Checking the basic functions for the MultiValueHover in the widget Form","application.Samples.Form.MultiValueHoverOnFormTest","readonly"
"The test clears the field and clicks the Save button. Then validates the message that the field is required.","21704","Required Message text Verification field test","","Tue Dec 09 11:54:23 UTC 2025","passed","Tue Dec 09 11:54:45 UTC 2025","","List. Checking the basic functions for the Time","application.Samples.List.TimeOnListTest","required"
"Info Widget is always read-only","5200","A test to check the field for ""Read-only""","","Tue Dec 09 12:04:34 UTC 2025","passed","Tue Dec 09 12:04:39 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","readonly"
"The test gets the value from the placeholder attribute and returns it in String format","10475","Test for getting the Placeholder value","","Tue Dec 09 12:04:02 UTC 2025","passed","Tue Dec 09 12:04:13 UTC 2025","","List. Checking the basic functions for the Dictionary in the widget List","application.Samples.List.DictionaryOnListTest","placeholder"
