"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test clears the field and clicks the Save button. Then validates the message that the field is required.","21944","Required Message text Verification field test","","Sun Nov 16 14:27:47 UTC 2025","passed","Sun Nov 16 14:28:09 UTC 2025","","List. Checking the basic functions for the Time","application.Samples.List.TimeOnListTest","required"
"Checking the url before the transition and after the transition/click on a special element","7661","The DrillDown test","","Sun Nov 16 14:30:04 UTC 2025","passed","Sun Nov 16 14:30:12 UTC 2025","","List. Checking the basic functions for the FileUpload in the widget List","application.Samples.List.FileUploadOnListTest","drillDown"
"Sorting is not available for InfoWidget.","8512","Sorting test","","Sun Nov 16 14:39:10 UTC 2025","passed","Sun Nov 16 14:39:19 UTC 2025","","Info. Checking the basic functions for the CheckBox","application.Samples.Info.CheckboxOnInfoTest","sorting"
"Checking the url before the transition and after the transition/click on a special element","6243","The DrillDown test","","Sun Nov 16 14:53:10 UTC 2025","passed","Sun Nov 16 14:53:16 UTC 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","drillDown"
"The InfoWidget doesn't have a Placeholder.","6234","Test for getting the Placeholder value","","Sun Nov 16 14:44:01 UTC 2025","passed","Sun Nov 16 14:44:07 UTC 2025","","Info. Checking the basic functions for the DateTimeWithSeconds","application.Samples.Info.DateTimeWithSecondsOnInfoTest","placeholder"
"","19295","test_1()","","Sun Nov 16 14:33:06 UTC 2025","passed","Sun Nov 16 14:33:25 UTC 2025","","List. Checking the basic functions for the PickList in the widget List","application.Samples.List.PickListOnListTest","test_1"
"The test gets the value from the placeholder attribute and returns it in String format","9739","Test for getting the Placeholder value","","Sun Nov 16 14:34:36 UTC 2025","passed","Sun Nov 16 14:34:46 UTC 2025","","List. Checking the basic functions for the InlinePickList in the widget List","application.Samples.List.InlinePickListOnListTest","placeholder"
"Info Widget is always read-only","5068","A test to check the field for ""Read-only""","","Sun Nov 16 14:40:06 UTC 2025","passed","Sun Nov 16 14:40:11 UTC 2025","","Info. Checking the basic functions for the Hint","application.Samples.Info.HintOnInfoTest","readonly"
"The InfoWidget doesn't have a Placeholder.","8709","Test for getting the Placeholder value","","Sun Nov 16 14:41:22 UTC 2025","passed","Sun Nov 16 14:41:31 UTC 2025","","Info. Checking the basic functions for the Percent","application.Samples.Info.PercentOnInfoTest","placeholder"
"Filtering by the specified column.","8515","Filtering test","","Sun Nov 16 14:33:19 UTC 2025","passed","Sun Nov 16 14:33:27 UTC 2025","","List. Checking the basic functions for the Date in the widget List","application.Samples.List.DateOnListTest","filtration"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered.","10728","Required Message validation test for one field","","Sun Nov 16 14:23:16 UTC 2025","passed","Sun Nov 16 14:23:26 UTC 2025","","List. Checking the basic functions for the MultipleSelect in the widget List","application.Samples.List.MultipleSelectOnListTest","fieldLevelValidationAnnotation"
"Filtering by the specified column.","8901","Filtering test","","Sun Nov 16 14:37:03 UTC 2025","passed","Sun Nov 16 14:37:12 UTC 2025","","List. Checking the basic functions for the DateTime in the widget List","application.Samples.List.DateTimeOnListTest","filtration"
"Filtering is not available for the Form widget","11394","Filtering test","","Sun Nov 16 14:46:44 UTC 2025","passed","Sun Nov 16 14:46:55 UTC 2025","","Form. Checking the basic functions for the Suggestion PickList in the widget Form","application.Samples.Form.SuggestionPickListOnFormTest","filtration"
"A test to get the value from the field. Hint is always read-only, so it is impossible to set the value.","7604","A test to check the value in a field","","Sun Nov 16 14:26:45 UTC 2025","passed","Sun Nov 16 14:26:52 UTC 2025","","List. Checking the basic functions for the Hint in the widget List","application.Samples.List.HintOnListTest","edit"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","14945","Required Message validation test for multiple fields","","Sun Nov 16 14:38:08 UTC 2025","passed","Sun Nov 16 14:38:23 UTC 2025","","List. Checking the basic functions for the Dictionary in the widget List","application.Samples.List.DictionaryOnListTest","fieldLevelValidation"
"The test checks for the disabled attribute.","7547","A test to check the field for ""Read-only""","","Sun Nov 16 14:53:40 UTC 2025","passed","Sun Nov 16 14:53:47 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","readonly"
"The test gets the value from the placeholder attribute and returns it in String format","10393","Test for getting the Placeholder value","","Sun Nov 16 14:57:58 UTC 2025","passed","Sun Nov 16 14:58:08 UTC 2025","","Form. Checking the basic functions for the Time","application.Samples.Form.TimeOnFormTest","placeholder"
"Sorting is not available for the Form widget","12366","Sorting test","","Sun Nov 16 14:46:20 UTC 2025","passed","Sun Nov 16 14:46:32 UTC 2025","","Form. Checking the basic functions for the Suggestion PickList in the widget Form","application.Samples.Form.SuggestionPickListOnFormTest","sorting"
"The test checks the downloaded file with the template file that is contained in the resources","7600","A test to compare the downloaded file with the template","","Sun Nov 16 14:57:24 UTC 2025","passed","Sun Nov 16 14:57:31 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","compare"
"The test sets the value in the field, and then checks the value in the field with what should be set.","21511","A test for setting a value in a field","","Sun Nov 16 14:54:41 UTC 2025","passed","Sun Nov 16 14:55:02 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","edit"
"Sorting is not available for InfoWidget.","7526","Sorting test","","Sun Nov 16 14:38:59 UTC 2025","passed","Sun Nov 16 14:39:06 UTC 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","sorting"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","7764","Required Message text Verification field test","","Sun Nov 16 14:46:51 UTC 2025","passed","Sun Nov 16 14:46:59 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","required"
"","10861","A test to get a value for a multifield hint","","Sun Nov 16 14:28:24 UTC 2025","passed","Sun Nov 16 14:28:35 UTC 2025","","List. Checking the basic functions for the MultiField in the widget List","application.Samples.List.MultiFieldOnListTest","getValues"
"","9331","The test for getting the value from the field","","Sun Nov 16 14:42:52 UTC 2025","passed","Sun Nov 16 14:43:01 UTC 2025","","Info. Checking the basic functions for the MultiField","application.Samples.Info.MultiFieldOnInfoTest","read"
"The test delete a field in the admin panel","12179","Test for deleting admin value","","Sun Nov 16 14:45:29 UTC 2025","passed","Sun Nov 16 14:45:41 UTC 2025","","Checking the basic functions for the Dictionary administration panel","application.Samples.DictionaryAdministrationTest","delete"
"Checking the url before the transition and after the transition/click on a special element","20430","The DrillDown test","","Sun Nov 16 14:17:03 UTC 2025","passed","Sun Nov 16 14:17:24 UTC 2025","","List. Checking the basic functions for the SuggestionPickList in the widget List","application.Samples.List.SuggestionPickListOnListTest","drillDown"
"Checking the url before the transition and after the transition/click on a special element","5456","The DrillDown test","","Sun Nov 16 14:51:01 UTC 2025","passed","Sun Nov 16 14:51:07 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","drillDown"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","6142","A test to get the field color value in Hex format","","Sun Nov 16 14:53:37 UTC 2025","passed","Sun Nov 16 14:53:43 UTC 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","color"
"The test clears the field and clicks the Save button. Then validates the message that the field is required.","19844","Required Message text Verification field test","","Sun Nov 16 14:30:38 UTC 2025","passed","Sun Nov 16 14:30:58 UTC 2025","","List. Checking the basic functions for the FileUpload in the widget List","application.Samples.List.FileUploadOnListTest","required"
"The test clears the field and clicks the Save button. Then validates the message that the field is required.","0","Required Message text Verification field test","","Sun Nov 16 14:27:01 UTC 2025","skipped","Sun Nov 16 14:27:01 UTC 2025","","List. Checking the basic functions for the CheckBox","application.Samples.List.CheckBoxOnListTest","required"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","6777","A test to get the field color value in Hex format","","Sun Nov 16 14:41:21 UTC 2025","passed","Sun Nov 16 14:41:28 UTC 2025","","Info. Checking the basic functions for the Money","application.Samples.Info.MoneyOnInfoTest","color"
