"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Filtering is not available for the Form widget","196","Filtering test","","Fri Apr 04 19:04:35 UTC 2025","broken","Fri Apr 04 19:04:35 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","filtration"
"The test checks the value of the digits attributes","515","Required Message text Verification field test","","Fri Apr 04 19:05:47 UTC 2025","broken","Fri Apr 04 19:05:47 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","maxInput"
"Sorting is not available for the Form widget","770","Sorting test","","Fri Apr 04 19:05:42 UTC 2025","broken","Fri Apr 04 19:05:42 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","sorting"
"Sorting is not available for the Form widget","267","Sorting test","","Fri Apr 04 19:04:31 UTC 2025","broken","Fri Apr 04 19:04:31 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","sorting"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","626","Required Message validation test for multiple fields","","Fri Apr 04 19:06:14 UTC 2025","broken","Fri Apr 04 19:06:14 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","fieldLevelValidation"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","1245","A test to get the field color value in Hex format","","Fri Apr 04 19:06:22 UTC 2025","broken","Fri Apr 04 19:06:23 UTC 2025","","Info. Checking the basic functions for the Input","application.Samples.Info.InputOnInfoTest","color"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","707","Business Exception Validation Test","","Fri Apr 04 19:05:59 UTC 2025","broken","Fri Apr 04 19:05:59 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","businessException"
"Sorting is not available for the Form widget","167","Sorting test","","Fri Apr 04 19:04:36 UTC 2025","broken","Fri Apr 04 19:04:36 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","sorting"
"Filtering is not available for InfoWidget.","185","Filtering test","","Fri Apr 04 19:04:20 UTC 2025","broken","Fri Apr 04 19:04:20 UTC 2025","","Info. Checking the basic functions for the Hint","application.Samples.Info.HintOnInfoTest","filtration"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","1543","Business Exception Validation Test","","Fri Apr 04 19:06:07 UTC 2025","broken","Fri Apr 04 19:06:08 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","businessException"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","166","Required Message validation test for multiple fields","","Fri Apr 04 19:04:35 UTC 2025","broken","Fri Apr 04 19:04:36 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","fieldLevelValidation"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","575","Confirmation Popup Validation Test","","Fri Apr 04 19:05:54 UTC 2025","broken","Fri Apr 04 19:05:55 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","confirm"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","181","Required Message validation test for one field","","Fri Apr 04 19:04:22 UTC 2025","broken","Fri Apr 04 19:04:22 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","fieldLevelValidationAnnotation"
