"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","12040","Required Message validation test for one field","","Thu Apr 10 18:26:23 GMT 2025","passed","Thu Apr 10 18:26:35 GMT 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","fieldLevelValidationAnnotation"
"The test sets the value in the field, and then checks the value in the field with what should be set.","22738","A test for setting a value in a field","","Thu Apr 10 18:31:25 GMT 2025","passed","Thu Apr 10 18:31:48 GMT 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","edit"
"Checking the url before the transition and after the transition/click on a special element","6622","The DrillDown test","","Thu Apr 10 18:32:06 GMT 2025","passed","Thu Apr 10 18:32:13 GMT 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","drillDown"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","7509","A test to get the field color value in Hex format","","Thu Apr 10 18:31:48 GMT 2025","passed","Thu Apr 10 18:31:55 GMT 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","color"
"The test sets the value in the field, and then checks the value in the field with what should be set","13214","A test for setting a value in a field","","Thu Apr 10 18:26:57 GMT 2025","passed","Thu Apr 10 18:27:10 GMT 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","edit"
"The Hint field type is always read-only","8787","A test to check the field for ""Read-only""","","Thu Apr 10 18:22:29 GMT 2025","passed","Thu Apr 10 18:22:37 GMT 2025","","Form. Checking the basic functions for the MultiValueHover in the widget Form","application.Samples.Form.MultiValueHoverOnFormTest","readonly"
"","8917","The test for getting the value from the field","","Thu Apr 10 18:35:37 GMT 2025","passed","Thu Apr 10 18:35:46 GMT 2025","","Info. Checking the basic functions for the Dictionary","application.Samples.Info.DictionaryOnInfoTest","read"
"The test sets one value in the field, then checks the list with the expected value.","29143","A test for setting a single value in a field","","Thu Apr 10 18:29:36 GMT 2025","passed","Thu Apr 10 18:30:05 GMT 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","test_once"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","7091","A test to get the field color value in Hex format","","Thu Apr 10 18:23:58 GMT 2025","passed","Thu Apr 10 18:24:05 GMT 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","color"
"Checking the url before the transition and after the transition/click on a special element","9498","The DrillDown test","","Thu Apr 10 18:25:53 GMT 2025","passed","Thu Apr 10 18:26:03 GMT 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","drillDown"
"Filtering is not available for InfoWidget.","8236","Filtering test","","Thu Apr 10 18:34:13 GMT 2025","passed","Thu Apr 10 18:34:22 GMT 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","filtration"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","8239","Required Message validation test for multiple fields","","Thu Apr 10 18:29:06 GMT 2025","passed","Thu Apr 10 18:29:14 GMT 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","fieldLevelValidation"
"The test calls Popup, the method returns a list with column headings","7813","The test for getting column headings","","Thu Apr 10 18:29:59 GMT 2025","passed","Thu Apr 10 18:30:06 GMT 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","getColumnName"
"The InfoWidget doesn't have a Placeholder.","6700","Test for getting the Placeholder value","","Thu Apr 10 18:34:59 GMT 2025","passed","Thu Apr 10 18:35:06 GMT 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","placeholder"
"Sorting is not available for InfoWidget.","6431","Sorting test","","Thu Apr 10 18:36:05 GMT 2025","passed","Thu Apr 10 18:36:11 GMT 2025","","Info. Checking the basic functions for the Money","application.Samples.Info.MoneyOnInfoTest","sorting"
"","8400","The test for getting the value from the field","","Thu Apr 10 18:35:54 GMT 2025","passed","Thu Apr 10 18:36:02 GMT 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","read"
"The test sets the value in the field, and then checks the value in the field with what should be set","10212","A test for setting a value in a field","","Thu Apr 10 18:24:40 GMT 2025","passed","Thu Apr 10 18:24:50 GMT 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","edit"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","10187","Required Message validation test for multiple fields","","Thu Apr 10 18:26:07 GMT 2025","passed","Thu Apr 10 18:26:18 GMT 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","fieldLevelValidation"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","12636","Run-time exception validation test","","Thu Apr 10 18:29:14 GMT 2025","passed","Thu Apr 10 18:29:26 GMT 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","runtimeException"
"Filtering is not available for the Form widget","10725","Filtering test","","Thu Apr 10 18:22:53 GMT 2025","passed","Thu Apr 10 18:23:03 GMT 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","filtration"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9202","A test to get the field color value in Hex format","","Thu Apr 10 18:22:01 GMT 2025","passed","Thu Apr 10 18:22:10 GMT 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","color"
"The test deletes the value by checking the autocomplete in a blank field","11440","Auto-completion test after cleaning","","Thu Apr 10 18:23:13 GMT 2025","passed","Thu Apr 10 18:23:25 GMT 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","nullable"
"Sorting is not available for the Form widget","6445","Sorting test","","Thu Apr 10 18:32:00 GMT 2025","passed","Thu Apr 10 18:32:06 GMT 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","sorting"
"Info Widget is always read-only","7893","A test to check the field for ""Read-only""","","Thu Apr 10 18:35:16 GMT 2025","passed","Thu Apr 10 18:35:24 GMT 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","readonly"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","8831","Business Exception Validation Test","","Thu Apr 10 18:23:41 GMT 2025","passed","Thu Apr 10 18:23:50 GMT 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","businessException"
"The InfoWidget doesn't have a Placeholder.","8406","Test for getting the Placeholder value","","Thu Apr 10 18:33:49 GMT 2025","passed","Thu Apr 10 18:33:57 GMT 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","placeholder"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","12039","Required Message validation test for multiple fields","","Thu Apr 10 18:24:33 GMT 2025","passed","Thu Apr 10 18:24:45 GMT 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","fieldLevelValidation"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","8685","A test to get the field color value in Hex format","","Thu Apr 10 18:37:11 GMT 2025","passed","Thu Apr 10 18:37:20 GMT 2025","","Info. Checking the basic functions for the Percent","application.Samples.Info.PercentOnInfoTest","color"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","10618","Run-time exception validation test","","Thu Apr 10 18:25:33 GMT 2025","passed","Thu Apr 10 18:25:43 GMT 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","runtimeException"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","10111","Business Exception Validation Test","","Thu Apr 10 18:31:03 GMT 2025","passed","Thu Apr 10 18:31:13 GMT 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","businessException"
"Sorting is not available for the Form widget","8378","Sorting test","","Thu Apr 10 18:29:13 GMT 2025","passed","Thu Apr 10 18:29:21 GMT 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","sorting"
