"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Info Widget is always read-only","6811","A test to check the field for ""Read-only""","","Fri Aug 22 10:23:40 GMT 2025","passed","Fri Aug 22 10:23:47 GMT 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","readonly"
"Filtering is not available for InfoWidget.","3961","Filtering test","","Fri Aug 22 10:59:28 GMT 2025","passed","Fri Aug 22 10:59:32 GMT 2025","","Info. Checking the basic functions for the DateTimeWithSeconds","application.Samples.Info.DateTimeWithSecondsOnInfoTest","filtration"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated.","10461","Confirmation Popup Validation Test","","Fri Aug 22 10:41:05 GMT 2025","passed","Fri Aug 22 10:41:15 GMT 2025","","List. Checking the basic functions for the Radio in the widget List","application.Samples.List.RadioOnListTest","confirm"
"The test gets the value in the field, and then checks the value in the field with what should be.","0","A test for checking a value in a field","","Fri Aug 22 10:36:24 GMT 2025","skipped","Fri Aug 22 10:36:24 GMT 2025","","List. Checking the basic functions for the Number in the widget List","application.Samples.List.NumberOnListTest","read"
"The test sets the value in the field, and then checks the value in the field with what should be set.","11605","A test for setting a value in a field","","Fri Aug 22 10:46:55 GMT 2025","passed","Fri Aug 22 10:47:06 GMT 2025","","List. Checking the basic functions for the Dictionary in the widget List","application.Samples.List.DictionaryOnListTest","edit"
"The test checks for the disabled attribute.","8807","A test to check the field for ""Read-only""","","Fri Aug 22 10:37:59 GMT 2025","passed","Fri Aug 22 10:38:08 GMT 2025","","List. Checking the basic functions for the MultipleSelect in the widget List","application.Samples.List.MultipleSelectOnListTest","readonly"
"Checking the url before the transition and after the transition/click on a special element","6964","The DrillDown test","","Fri Aug 22 10:37:35 GMT 2025","passed","Fri Aug 22 10:37:42 GMT 2025","","List. Checking the basic functions for the MultipleSelect in the widget List","application.Samples.List.MultipleSelectOnListTest","drillDown"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered.","19008","Required Message validation test for one field","","Fri Aug 22 10:30:09 GMT 2025","passed","Fri Aug 22 10:30:28 GMT 2025","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","fieldLevelValidationAnnotation"
"Filtering is not available for InfoWidget.","8301","Filtering test","","Fri Aug 22 10:22:10 GMT 2025","passed","Fri Aug 22 10:22:18 GMT 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","filtration"
"The test opens a modal window, clears the field, closes the window, and then checks the message under the field.","20671","Required Message text Verification field test","","Fri Aug 22 10:29:22 GMT 2025","passed","Fri Aug 22 10:29:42 GMT 2025","","List. Checking the basic functions for the MultiValue in the widget List","application.Samples.List.MultiValueOnListTest","required_2"
