"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","12115","Required Message text Verification field test","","Wed Sep 10 09:11:53 GMT 2025","passed","Wed Sep 10 09:12:05 GMT 2025","","Form. Checking the basic functions for the Suggestion PickList in the widget Form","application.Samples.Form.SuggestionPickListOnFormTest","required"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","5312","A test to get the field color value in Hex format","","Wed Sep 10 09:10:37 GMT 2025","passed","Wed Sep 10 09:10:42 GMT 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","color"
"The test gets the value from the placeholder attribute and returns it in String format","6340","Test for getting the Placeholder value","","Wed Sep 10 09:12:07 GMT 2025","passed","Wed Sep 10 09:12:14 GMT 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","placeholder"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","7703","Required Message validation test for one field","","Wed Sep 10 09:08:51 GMT 2025","passed","Wed Sep 10 09:08:59 GMT 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","fieldLevelValidationAnnotation"
"The test sets the value in the field, and then checks the value in the field with what should be set.","32291","A test for setting a value in a field","","Wed Sep 10 09:01:58 GMT 2025","passed","Wed Sep 10 09:02:30 GMT 2025","","List. Checking the basic functions for the InlinePickList in the widget List","application.Samples.List.InlinePickListOnListTest","edit"
"Filtering by the specified column.","0","Filtering test","","Wed Sep 10 09:06:02 GMT 2025","skipped","Wed Sep 10 09:06:02 GMT 2025","","List. Checking the basic functions for the Time","application.Samples.List.TimeOnListTest","filtration"
"The test checks for the disabled attribute","6376","A test to check the field for ""Read-only""","","Wed Sep 10 09:11:19 GMT 2025","passed","Wed Sep 10 09:11:26 GMT 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","readonly"
"DrillDown is not available for InfoWidget.","7516","The DrillDown test","","Wed Sep 10 08:45:32 GMT 2025","passed","Wed Sep 10 08:45:40 GMT 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","drillDown"
"Test click ""Export"" and check the file for standards.","9961","Test export button","","Wed Sep 10 09:10:51 GMT 2025","passed","Wed Sep 10 09:11:01 GMT 2025","","Checking the basic functions for the Dictionary administration panel","application.Samples.DictionaryAdministrationTest","testExprotFile"
"The test gets the value from the placeholder attribute and returns it in String format","5088","Test for getting the Placeholder value","","Wed Sep 10 09:21:37 GMT 2025","passed","Wed Sep 10 09:21:42 GMT 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","placeholder"
"Filtering by the specified column.","7359","Filtering test","","Wed Sep 10 08:55:00 GMT 2025","passed","Wed Sep 10 08:55:07 GMT 2025","","List. Checking the basic functions for the DateTimeWithSeconds in the widget List","application.Samples.List.DateTimeWithSecondsOnListTest","filtration"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","8905","A test to get the field color value in Hex format","","Wed Sep 10 08:47:14 GMT 2025","passed","Wed Sep 10 08:47:23 GMT 2025","","Info. Checking the basic functions for the Dictionary","application.Samples.Info.DictionaryOnInfoTest","color"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","7896","Run-time exception validation test","","Wed Sep 10 08:57:53 GMT 2025","passed","Wed Sep 10 08:58:01 GMT 2025","","List. Checking the basic functions for the DateTimeWithSeconds in the widget List","application.Samples.List.DateTimeWithSecondsOnListTest","runtimeException"
"Filtering is not available for InfoWidget.","7114","Filtering test","","Wed Sep 10 08:43:38 GMT 2025","passed","Wed Sep 10 08:43:45 GMT 2025","","Info. Checking the basic functions for the MultiValue","application.Samples.Info.MultiValueOnInfoTest","filtration"
"The test gets the value from the placeholder attribute and returns it in String format","5062","Test for getting the Placeholder value","","Wed Sep 10 08:56:09 GMT 2025","passed","Wed Sep 10 08:56:14 GMT 2025","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","placeholder"
"Тест устанавливает значение в поле, а после проверяет значение в поле с тем, что должно быть установлено. Предварительной очистки поля нет","8942","A test for setting a value in a field","","Wed Sep 10 09:04:51 GMT 2025","passed","Wed Sep 10 09:05:00 GMT 2025","","List. Checking the basic functions for the MultipleSelect in the widget List","application.Samples.List.MultipleSelectOnListTest","edit"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","8392","Confirmation Popup Validation Test","","Wed Sep 10 09:11:24 GMT 2025","passed","Wed Sep 10 09:11:33 GMT 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","confirm"
"DrillDown is not available for InfoWidget.","8008","The DrillDown test","","Wed Sep 10 08:44:16 GMT 2025","passed","Wed Sep 10 08:44:24 GMT 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","drillDown"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","6923","A test to get the field color value in Hex format","","Wed Sep 10 08:44:45 GMT 2025","passed","Wed Sep 10 08:44:52 GMT 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","color"
"The test clear the value in the field , and then checks the value in the field, it must be null.","7659","A test for checking the possibility of an empty field","","Wed Sep 10 08:51:11 GMT 2025","passed","Wed Sep 10 08:51:19 GMT 2025","","List. Checking the basic functions for the Money in the widget List","application.Samples.List.MoneyOnListTest","nullable"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","13000","Run-time exception validation test","","Wed Sep 10 09:08:06 GMT 2025","passed","Wed Sep 10 09:08:19 GMT 2025","","List. Checking the basic functions for the Percent in the widget List","application.Samples.List.PercentOnListTest","runtimeException"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","64204","Required Message validation test for multiple fields","","Wed Sep 10 08:50:30 GMT 2025","passed","Wed Sep 10 08:51:34 GMT 2025","","List. Checking the basic functions for the Date in the widget List","application.Samples.List.DateOnListTest","fieldLevelValidation"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","9873","Confirmation Popup Validation Test","","Wed Sep 10 09:18:42 GMT 2025","passed","Wed Sep 10 09:18:52 GMT 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","confirm"
"Checking the url before the transition and after the transition/click on a special element","6048","The DrillDown test","","Wed Sep 10 08:54:54 GMT 2025","passed","Wed Sep 10 08:55:00 GMT 2025","","List. Checking the basic functions for the DateTimeWithSeconds in the widget List","application.Samples.List.DateTimeWithSecondsOnListTest","drillDown"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","29562","Business Exception Validation Test","","Wed Sep 10 08:52:39 GMT 2025","passed","Wed Sep 10 08:53:08 GMT 2025","","List. Checking the basic functions for the Money in the widget List","application.Samples.List.MoneyOnListTest","businessException"
"The test checks for the disabled attribute.","5695","A test to check the field for ""Read-only""","","Wed Sep 10 08:54:29 GMT 2025","passed","Wed Sep 10 08:54:34 GMT 2025","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","readonly"
"Sorting is not available for the Form widget","5874","Sorting test","","Wed Sep 10 09:08:19 GMT 2025","passed","Wed Sep 10 09:08:25 GMT 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","sorting"
"The test gets the value from the placeholder attribute and returns it in String format","13178","Test for getting the Placeholder value","","Wed Sep 10 09:08:08 GMT 2025","passed","Wed Sep 10 09:08:21 GMT 2025","","List. Checking the basic functions for the SuggestionPickList in the widget List","application.Samples.List.SuggestionPickListOnListTest","placeholder"
"DrillDown is not available for InfoWidget.","8818","The DrillDown test","","Wed Sep 10 08:43:24 GMT 2025","passed","Wed Sep 10 08:43:33 GMT 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","drillDown"
"The test checks for the disabled attribute.","6854","A test to check the field for ""Read-only""","","Wed Sep 10 09:20:20 GMT 2025","passed","Wed Sep 10 09:20:27 GMT 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","readonly"
"The test checks for the disabled attribute","5270","A test to check the field for ""Read-only""","","Wed Sep 10 09:08:46 GMT 2025","passed","Wed Sep 10 09:08:51 GMT 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","readonly"
"Filtering is not available for InfoWidget.","7514","Filtering test","","Wed Sep 10 08:45:40 GMT 2025","passed","Wed Sep 10 08:45:47 GMT 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","filtration"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","6892","Required Message text Verification field test","","Wed Sep 10 09:18:16 GMT 2025","passed","Wed Sep 10 09:18:23 GMT 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","required"
"Filtering by the specified column.","7944","Filtering test","","Wed Sep 10 08:52:02 GMT 2025","passed","Wed Sep 10 08:52:10 GMT 2025","","List. Checking the basic functions for the CheckBox","application.Samples.List.CheckBoxOnListTest","filtration"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated.","8228","Confirmation Popup Validation Test","","Wed Sep 10 08:59:03 GMT 2025","passed","Wed Sep 10 08:59:12 GMT 2025","","List. Checking the basic functions for the Number in the widget List","application.Samples.List.NumberOnListTest","confirm"
"","9939","Filtering test","","Wed Sep 10 08:53:44 GMT 2025","passed","Wed Sep 10 08:53:54 GMT 2025","","List. Checking the basic functions for the MultiField in the widget List","application.Samples.List.MultiFieldOnListTest","filtration"
