"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test clears the field and clicks the Save button. Then validates the message that the field is required.","19231","Required Message text Verification field test","","Mon Nov 17 12:40:53 UTC 2025","passed","Mon Nov 17 12:41:12 UTC 2025","","List. Checking the basic functions for the Number in the widget List","application.Samples.List.NumberOnListTest","required"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","10271","A test to get the field color value in Hex format","","Mon Nov 17 13:16:41 UTC 2025","passed","Mon Nov 17 13:16:52 UTC 2025","","Form. Checking the basic functions for the Time","application.Samples.Form.TimeOnFormTest","color"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","9256","Run-time exception validation test","","Mon Nov 17 12:51:50 UTC 2025","passed","Mon Nov 17 12:51:59 UTC 2025","","List. Checking the basic functions for the Text in the widget List","application.Samples.List.TextOnListTest","runtimeException"
"Filtering by the specified column.","8838","Filtering test","","Mon Nov 17 12:43:19 UTC 2025","passed","Mon Nov 17 12:43:28 UTC 2025","","List. Checking the basic functions for the MultipleSelect in the widget List","application.Samples.List.MultipleSelectOnListTest","filtration"
"The test gets the value from the placeholder attribute and returns it in String format","9777","Test for getting the Placeholder value","","Mon Nov 17 13:17:15 UTC 2025","passed","Mon Nov 17 13:17:25 UTC 2025","","Form. Checking the basic functions for the Time","application.Samples.Form.TimeOnFormTest","placeholder"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","6551","A test to get the field color value in Hex format","","Mon Nov 17 12:55:23 UTC 2025","passed","Mon Nov 17 12:55:30 UTC 2025","","List. Checking the basic functions for the Date in the widget List","application.Samples.List.DateOnListTest","color"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","11465","Run-time exception validation test","","Mon Nov 17 12:41:06 UTC 2025","passed","Mon Nov 17 12:41:18 UTC 2025","","List. Checking the basic functions for the Radio in the widget List","application.Samples.List.RadioOnListTest","runtimeException"
"The test gets the value in the field, and then checks the value in the field with what should be.","0","A test for checking a value in a field","","Mon Nov 17 12:39:20 UTC 2025","skipped","Mon Nov 17 12:39:20 UTC 2025","","List. Checking the basic functions for the Radio in the widget List","application.Samples.List.RadioOnListTest","read"
"The test calls Popup, the method returns a list with column headings","7446","The test for getting column headings","","Mon Nov 17 13:13:04 UTC 2025","passed","Mon Nov 17 13:13:11 UTC 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","getColumnName"
"Filtering is not available for the Form widget","5883","Filtering test","","Mon Nov 17 13:04:41 UTC 2025","passed","Mon Nov 17 13:04:47 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","filtration"
"Filtering is not available for the Form widget","6923","Filtering test","","Mon Nov 17 13:12:03 UTC 2025","passed","Mon Nov 17 13:12:10 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","filtration"
"The test sets the value in the field via Popup using a unique id, and then checks the value in the field with what needs to be set.","18829","A test for setting a value in a field","","Mon Nov 17 12:55:07 UTC 2025","passed","Mon Nov 17 12:55:26 UTC 2025","","List. Checking the basic functions for the PickList in the widget List","application.Samples.List.PickListOnListTest","edit"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","9103","Run-time exception validation test","","Mon Nov 17 13:10:03 UTC 2025","passed","Mon Nov 17 13:10:12 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","runtimeException"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","25393","Business Exception Validation Test","","Mon Nov 17 12:39:47 UTC 2025","passed","Mon Nov 17 12:40:12 UTC 2025","","List. Checking the basic functions for the Percent in the widget List","application.Samples.List.PercentOnListTest","businessException"
"The test clear the value in the field , and then checks the value in the field, it must be null.","9406","A test for checking the possibility of an empty field","","Mon Nov 17 12:41:29 UTC 2025","passed","Mon Nov 17 12:41:38 UTC 2025","","List. Checking the basic functions for the Money in the widget List","application.Samples.List.MoneyOnListTest","nullable"
"A test to get the value from the field. Hint is always read-only, so it is impossible to set the value.","5224","A test to check the value in a field","","Mon Nov 17 13:10:12 UTC 2025","passed","Mon Nov 17 13:10:17 UTC 2025","","Form. Checking the basic functions for the Hint in the widget Form","application.Samples.Form.HintOnFormTest","edit"
"","5892","Test to get the name of the downloaded file","","Mon Nov 17 12:58:53 UTC 2025","passed","Mon Nov 17 12:58:58 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","getFileName"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","6659","A test to get the field color value in Hex format","","Mon Nov 17 13:03:06 UTC 2025","passed","Mon Nov 17 13:03:13 UTC 2025","","Info. Checking the basic functions for the MultiValue","application.Samples.Info.MultiValueOnInfoTest","color"
