"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","269","Required Message validation test for multiple fields","","Mon May 19 15:27:59 GMT 2025","broken","Mon May 19 15:28:00 GMT 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","fieldLevelValidation"
"Filtering is not available for the Form widget","300","Filtering test","","Mon May 19 15:28:17 GMT 2025","broken","Mon May 19 15:28:17 GMT 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","filtration"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated.","357","Confirmation Popup Validation Test","","Mon May 19 15:28:47 GMT 2025","broken","Mon May 19 15:28:48 GMT 2025","","List. Checking the basic functions for the PickList in the widget List","application.Samples.List.PickListOnListTest","confirm"
"Checking the url before the transition and after the transition/click on a special element","594","The DrillDown test","","Mon May 19 15:28:56 GMT 2025","broken","Mon May 19 15:28:57 GMT 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","drillDown"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","402","A test to get the field color value in Hex format","","Mon May 19 15:28:22 GMT 2025","broken","Mon May 19 15:28:22 GMT 2025","","List. Checking the basic functions for the DateTimeWithSeconds in the widget List","application.Samples.List.DateTimeWithSecondsOnListTest","color"
"The test sets the value in the field via Popup using a unique id, and then checks the value in the field with what needs to be set","256","A test for setting a value in a field","","Mon May 19 15:28:02 GMT 2025","broken","Mon May 19 15:28:03 GMT 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","edit"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","265","Required Message validation test for one field","","Mon May 19 15:28:01 GMT 2025","broken","Mon May 19 15:28:01 GMT 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","fieldLevelValidationAnnotation"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","400","A test to get the field color value in Hex format","","Mon May 19 15:28:32 GMT 2025","broken","Mon May 19 15:28:32 GMT 2025","","Info. Checking the basic functions for the MultiValue","application.Samples.Info.MultiValueOnInfoTest","color"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","252","Business Exception Validation Test","","Mon May 19 15:28:00 GMT 2025","broken","Mon May 19 15:28:00 GMT 2025","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","businessException"
"The transition/Redirect is not available","335","The DrillDown test","","Mon May 19 15:28:33 GMT 2025","broken","Mon May 19 15:28:33 GMT 2025","","List. Checking the basic functions for the Hint in the widget List","application.Samples.List.HintOnListTest","drillDown"
"The test clears the field and clicks the Save button. Then validates the message that the field is required.","261","Required Message text Verification field test","","Mon May 19 15:27:55 GMT 2025","broken","Mon May 19 15:27:55 GMT 2025","","List. Checking the basic functions for the Date in the widget List","application.Samples.List.DateOnListTest","required"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","343","Required Message validation test for one field","","Mon May 19 15:28:27 GMT 2025","broken","Mon May 19 15:28:28 GMT 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","fieldLevelValidationAnnotation"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","279","Confirmation Popup Validation Test","","Mon May 19 15:28:05 GMT 2025","broken","Mon May 19 15:28:05 GMT 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","confirm"
"Sorting is not available for InfoWidget.","366","Sorting test","","Mon May 19 15:28:33 GMT 2025","broken","Mon May 19 15:28:33 GMT 2025","","Info. Checking the basic functions for the MultiValue","application.Samples.Info.MultiValueOnInfoTest","sorting"
