"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3863","A test to check the options of the drop-down list","","2026-09-19","passed","2026-09-19","","List. Checking the basic functions for the Dictionary in the widget List","application.Samples.List.DictionaryOnListTest","options"
"The test sets the value, after which the method returns the full list of value-status","6341","Test to get all values with the status","","2026-09-19","passed","2026-09-19","","application.Samples.List.RadioOnListTest","application.Samples.List.RadioOnListTest","getValues"
"Sorting is not available for InfoWidget.","0","Sorting test","","2026-09-19","skipped","2026-09-19","","Info. Checking the basic functions for the Percent","application.Samples.Info.PercentOnInfoTest","sorting"
"The test sets the value in the field, and then checks the value in the field with what should be set.","8407","A test for setting a value in a field","","2026-09-19","passed","2026-09-19","","List. Checking the basic functions for the Money in the widget List","application.Samples.List.MoneyOnListTest","edit"
"Filtering by the specified column.","5497","Filtering test","","2026-09-19","passed","2026-09-19","","List. Checking the basic functions for the FileUpload in the widget List","application.Samples.List.FileUploadOnListTest","filtration"
"","2527","position()","","2026-09-19","passed","2026-09-19","","List. Checking the basic functions for the Hint in the widget List","application.Samples.List.HintOnListTest","position"
"","2554","position()","","2026-09-19","passed","2026-09-19","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","position"
"Getting the field color is not available","2734","A test to get the field color value in Hex format","","2026-09-19","passed","2026-09-19","","List. Checking the basic functions for the MultiValueHover in the widget List","application.Samples.List.MultiValueHoverOnListTest","color"
"Info Widget is always read-only","0","A test to check the field for ""Read-only""","","2026-09-19","skipped","2026-09-19","","Info. Checking the basic functions for the Hint","application.Samples.Info.HintOnInfoTest","readonly"
"Checking the url before the transition and after the transition/click on a special element","3259","The DrillDown test","","2026-09-19","passed","2026-09-19","","application.Samples.List.SuggestionPickListOnListTest","application.Samples.List.SuggestionPickListOnListTest","drillDown"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","4384","Business Exception Validation Test","","2026-09-19","passed","2026-09-19","","Form. Checking the basic functions for the MultiValueTree in the widget Form","application.Samples.Form.MultiValueTreeOnFormTest","businessException"
