"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"DrillDown is not available for InfoWidget.","15370","The DrillDown test","","Thu Apr 03 07:06:40 UTC 2025","passed","Thu Apr 03 07:06:55 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","drillDown"
"Filtering is not available for InfoWidget.","13552","Filtering test","","Thu Apr 03 07:06:54 UTC 2025","passed","Thu Apr 03 07:07:07 UTC 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","filtration"
"DrillDown is not available for InfoWidget.","14794","The DrillDown test","","Thu Apr 03 07:06:39 UTC 2025","passed","Thu Apr 03 07:06:54 UTC 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","drillDown"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","13922","A test to get the field color value in Hex format","","Thu Apr 03 07:07:39 UTC 2025","passed","Thu Apr 03 07:07:53 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","color"
"","13707","The test for getting the value from the field","","Thu Apr 03 07:07:20 UTC 2025","passed","Thu Apr 03 07:07:34 UTC 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","read"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","12877","A test to get the field color value in Hex format","","Thu Apr 03 07:07:34 UTC 2025","passed","Thu Apr 03 07:07:47 UTC 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","color"
"Filtering is not available for InfoWidget.","15173","Filtering test","","Thu Apr 03 07:06:55 UTC 2025","passed","Thu Apr 03 07:07:10 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","filtration"
"Sorting is not available for InfoWidget.","36114","Sorting test","","Thu Apr 03 07:06:02 UTC 2025","passed","Thu Apr 03 07:06:39 UTC 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","sorting"
"Info Widget is always read-only","13091","A test to check the field for ""Read-only""","","Thu Apr 03 07:07:07 UTC 2025","passed","Thu Apr 03 07:07:20 UTC 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","readonly"
"","14426","The test for getting the value from the field","","Thu Apr 03 07:07:24 UTC 2025","passed","Thu Apr 03 07:07:39 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","read"
"The InfoWidget doesn't have a Placeholder.","12526","Test for getting the Placeholder value","","Thu Apr 03 07:07:47 UTC 2025","passed","Thu Apr 03 07:07:59 UTC 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","placeholder"
"Sorting is not available for InfoWidget.","36452","Sorting test","","Thu Apr 03 07:06:03 UTC 2025","passed","Thu Apr 03 07:06:39 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","sorting"
"The InfoWidget doesn't have a Placeholder.","13401","Test for getting the Placeholder value","","Thu Apr 03 07:07:53 UTC 2025","passed","Thu Apr 03 07:08:06 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","placeholder"
"Info Widget is always read-only","13797","A test to check the field for ""Read-only""","","Thu Apr 03 07:07:10 UTC 2025","passed","Thu Apr 03 07:07:24 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","readonly"
