"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test gets the value in the field, and then checks the value in the field with what should be.","0","A test for checking a value in a field","","Tue Nov 18 09:31:35 UTC 2025","skipped","Tue Nov 18 09:31:35 UTC 2025","","List. Checking the basic functions for the Percent in the widget List","application.Samples.List.PercentOnListTest","read"
"Filtering is not available for InfoWidget.","6973","Filtering test","","Tue Nov 18 09:50:06 UTC 2025","passed","Tue Nov 18 09:50:13 UTC 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","filtration"
"The test checks for the disabled attribute.","8903","A test to check the field for ""Read-only""","","Tue Nov 18 09:37:25 UTC 2025","passed","Tue Nov 18 09:37:34 UTC 2025","","List. Checking the basic functions for the CheckBox","application.Samples.List.CheckBoxOnListTest","readonly"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","6131","A test to get the field color value in Hex format","","Tue Nov 18 09:54:38 UTC 2025","passed","Tue Nov 18 09:54:44 UTC 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","color"
"The test clears the field and clicks the Save button. Then validates the message that the field is required.","8646","Required Message text Verification field test","","Tue Nov 18 10:04:42 UTC 2025","passed","Tue Nov 18 10:04:50 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","required"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","10210","Business Exception Validation Test","","Tue Nov 18 09:40:57 UTC 2025","passed","Tue Nov 18 09:41:07 UTC 2025","","List. Checking the basic functions for the Text in the widget List","application.Samples.List.TextOnListTest","businessException"
"Sorting is not available for the Form widget","6031","Sorting test","","Tue Nov 18 09:57:56 UTC 2025","passed","Tue Nov 18 09:58:02 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","sorting"
"Sorting is not available for the Form widget","5260","Sorting test","","Tue Nov 18 10:01:44 UTC 2025","passed","Tue Nov 18 10:01:49 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","sorting"
"The test gets the value from the placeholder attribute and returns it in String format","8614","Test for getting the Placeholder value","","Tue Nov 18 09:41:37 UTC 2025","passed","Tue Nov 18 09:41:46 UTC 2025","","List. Checking the basic functions for the Text in the widget List","application.Samples.List.TextOnListTest","placeholder"
"Filtering is not available for the Form widget","8858","Filtering test","","Tue Nov 18 10:05:18 UTC 2025","passed","Tue Nov 18 10:05:27 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","filtration"
"The test checks the value in the field with what should be set","10150","A test to read value","","Tue Nov 18 09:53:22 UTC 2025","passed","Tue Nov 18 09:53:32 UTC 2025","","Info. Checking the basic functions for the Time","application.Samples.Info.TimeOnInfoTest","read2"
"The test clears the field and clicks the Save button. Then validates the message that the field is required.","13669","Required Message text Verification field test","","Tue Nov 18 09:47:44 UTC 2025","passed","Tue Nov 18 09:47:58 UTC 2025","","List. Checking the basic functions for the Dictionary in the widget List","application.Samples.List.DictionaryOnListTest","required"
"The test clear the value in the field , and then checks the value in the field, it must be null.","9445","A test for checking the possibility of an empty field","","Tue Nov 18 09:32:06 UTC 2025","passed","Tue Nov 18 09:32:15 UTC 2025","","List. Checking the basic functions for the Money in the widget List","application.Samples.List.MoneyOnListTest","nullable"
"Sorting is not available for InfoWidget.","4596","Sorting test","","Tue Nov 18 09:49:31 UTC 2025","passed","Tue Nov 18 09:49:35 UTC 2025","","Info. Checking the basic functions for the Input","application.Samples.Info.InputOnInfoTest","sorting"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered.","21008","Required Message validation test for one field","","Tue Nov 18 09:45:00 UTC 2025","passed","Tue Nov 18 09:45:21 UTC 2025","","List. Checking the basic functions for the PickList in the widget List","application.Samples.List.PickListOnListTest","fieldLevelValidationAnnotation"
"Info Widget is always read-only","6202","A test to check the field for ""Read-only""","","Tue Nov 18 09:54:25 UTC 2025","passed","Tue Nov 18 09:54:31 UTC 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","readonly"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","19848","Run-time exception validation test","","Tue Nov 18 09:47:30 UTC 2025","passed","Tue Nov 18 09:47:50 UTC 2025","","List. Checking the basic functions for the PickList in the widget List","application.Samples.List.PickListOnListTest","runtimeException"
"The test sets the value in the field, and then checks the value in the field with what should be set.","17867","A test for setting a value in a field","","Tue Nov 18 09:34:53 UTC 2025","passed","Tue Nov 18 09:35:10 UTC 2025","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","edit"
"DrillDown is not available for InfoWidget.","7194","The DrillDown test","","Tue Nov 18 09:49:59 UTC 2025","passed","Tue Nov 18 09:50:06 UTC 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","drillDown"
"The test sets the value to false in the field, and then checks the value in the field with what should be set.","10266","A test for setting a value in a field","","Tue Nov 18 09:37:57 UTC 2025","passed","Tue Nov 18 09:38:07 UTC 2025","","List. Checking the basic functions for the CheckBox","application.Samples.List.CheckBoxOnListTest","edit"
"Test click ""Export"" and check the file for standards.","10339","Test export button","","Tue Nov 18 09:57:45 UTC 2025","passed","Tue Nov 18 09:57:56 UTC 2025","","Checking the basic functions for the Dictionary administration panel","application.Samples.DictionaryAdministrationTest","testExprotFile"
"Info Widget is always read-only","6454","A test to check the field for ""Read-only""","","Tue Nov 18 09:52:19 UTC 2025","passed","Tue Nov 18 09:52:26 UTC 2025","","Info. Checking the basic functions for the Money","application.Samples.Info.MoneyOnInfoTest","readonly"
"Sorting is not available for InfoWidget.","7728","Sorting test","","Tue Nov 18 09:54:35 UTC 2025","passed","Tue Nov 18 09:54:42 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","sorting"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","0","A test to get the field color value in Hex format","","Tue Nov 18 10:03:58 UTC 2025","skipped","Tue Nov 18 10:03:58 UTC 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","color"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","8163","Run-time exception validation test","","Tue Nov 18 09:51:51 UTC 2025","passed","Tue Nov 18 09:51:59 UTC 2025","","List. Checking the basic functions for the DateTime in the widget List","application.Samples.List.DateTimeOnListTest","runtimeException"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated.","11932","Confirmation Popup Validation Test","","Tue Nov 18 09:48:52 UTC 2025","passed","Tue Nov 18 09:49:03 UTC 2025","","List. Checking the basic functions for the Dictionary in the widget List","application.Samples.List.DictionaryOnListTest","confirm"
"The test gets the value from the placeholder attribute and returns it in String format","9756","Test for getting the Placeholder value","","Tue Nov 18 09:45:35 UTC 2025","passed","Tue Nov 18 09:45:45 UTC 2025","","List. Checking the basic functions for the InlinePickList in the widget List","application.Samples.List.InlinePickListOnListTest","placeholder"
"The test sets the value in the field, and then checks the value in the field with what should be set.","29327","A test for setting a value in a field","","Tue Nov 18 09:49:42 UTC 2025","passed","Tue Nov 18 09:50:11 UTC 2025","","List. Checking the basic functions for the DateTime in the widget List","application.Samples.List.DateTimeOnListTest","edit"
"","9900","The test for getting the value from the field","","Tue Nov 18 09:53:50 UTC 2025","passed","Tue Nov 18 09:54:00 UTC 2025","","Info. Checking the basic functions for the MultiField","application.Samples.Info.MultiFieldOnInfoTest","read"
"Sorting is not available for InfoWidget.","5851","Sorting test","","Tue Nov 18 09:54:14 UTC 2025","passed","Tue Nov 18 09:54:20 UTC 2025","","Info. Checking the basic functions for the DateTimeWithSeconds","application.Samples.Info.DateTimeWithSecondsOnInfoTest","sorting"
"Filtering is not available for the Form widget","9448","Filtering test","","Tue Nov 18 10:02:05 UTC 2025","passed","Tue Nov 18 10:02:15 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","filtration"
"The InfoWidget doesn't have a Placeholder.","6282","Test for getting the Placeholder value","","Tue Nov 18 09:48:42 UTC 2025","passed","Tue Nov 18 09:48:49 UTC 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","placeholder"
"The test checks for the disabled attribute","6696","A test to check the field for ""Read-only""","","Tue Nov 18 09:57:26 UTC 2025","passed","Tue Nov 18 09:57:32 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","readonly"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered.","40394","Required Message validation test for one field","","Tue Nov 18 09:29:34 UTC 2025","passed","Tue Nov 18 09:30:14 UTC 2025","","List. Checking the basic functions for the Percent in the widget List","application.Samples.List.PercentOnListTest","fieldLevelValidationAnnotation"
"","8218","Digits test","","Tue Nov 18 09:51:30 UTC 2025","passed","Tue Nov 18 09:51:38 UTC 2025","","Info. Checking the basic functions for the Percent","application.Samples.Info.PercentOnInfoTest","digits"
"The test sets the value in the field, and then checks the value in the field with what should be set.","11738","A test for setting a value in a field","","Tue Nov 18 09:48:10 UTC 2025","passed","Tue Nov 18 09:48:22 UTC 2025","","List. Checking the basic functions for the Dictionary in the widget List","application.Samples.List.DictionaryOnListTest","edit"
"Info Widget is always read-only","8240","A test to check the field for ""Read-only""","","Tue Nov 18 09:50:28 UTC 2025","passed","Tue Nov 18 09:50:37 UTC 2025","","Info. Checking the basic functions for the CheckBox","application.Samples.Info.CheckboxOnInfoTest","readonly"
"The test sets the value in the field, and then checks the value in the field with what should be set.","39415","A test for setting a value in a field","","Tue Nov 18 09:34:12 UTC 2025","passed","Tue Nov 18 09:34:51 UTC 2025","","List. Checking the basic functions for the Money in the widget List","application.Samples.List.MoneyOnListTest","edit"
"The test gets the value from the placeholder attribute and returns it in String format","8762","Test for getting the Placeholder value","","Tue Nov 18 10:00:59 UTC 2025","passed","Tue Nov 18 10:01:07 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","placeholder"
"The test clears the field and clicks the Save button. Then validates the message that the field is required.","19840","Required Message text Verification field test","","Tue Nov 18 09:41:50 UTC 2025","passed","Tue Nov 18 09:42:10 UTC 2025","","List. Checking the basic functions for the FileUpload in the widget List","application.Samples.List.FileUploadOnListTest","required"
