"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","18067","Confirmation Popup Validation Test","","Fri Apr 04 10:57:37 UTC 2025","passed","Fri Apr 04 10:57:55 UTC 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","confirm"
"Filtering is not available for InfoWidget.","11940","Filtering test","","Fri Apr 04 11:05:33 UTC 2025","passed","Fri Apr 04 11:05:45 UTC 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","filtration"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","17610","Required Message validation test for one field","","Fri Apr 04 10:49:31 UTC 2025","passed","Fri Apr 04 10:49:49 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","fieldLevelValidationAnnotation"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","17219","A test to get the field color value in Hex format","","Fri Apr 04 10:51:35 UTC 2025","passed","Fri Apr 04 10:51:52 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","color"
"The test sets the value in the field, and then checks the value in the field with what should be set. Предварительной очистки поля нет","14604","A test for setting a value in a field","","Fri Apr 04 11:00:07 UTC 2025","passed","Fri Apr 04 11:00:21 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","edit"
"Sorting is not available for InfoWidget.","28410","Sorting test","","Fri Apr 04 11:12:33 UTC 2025","passed","Fri Apr 04 11:13:02 UTC 2025","","Info. Checking the basic functions for the Percent","application.Samples.Info.PercentOnInfoTest","sorting"
"Filtering is not available for the Form widget","13209","Filtering test","","Fri Apr 04 10:55:21 UTC 2025","passed","Fri Apr 04 10:55:35 UTC 2025","","Form. Checking the basic functions for the Hint in the widget Form","application.Samples.Form.HintOnFormTest","filtration"
"The test gets the value from the placeholder attribute and returns it in String format","15171","Test for getting the Placeholder value","","Fri Apr 04 10:49:11 UTC 2025","passed","Fri Apr 04 10:49:26 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","placeholder"
"Filtering is not available for the Form widget","13768","Filtering test","","Fri Apr 04 10:47:08 UTC 2025","passed","Fri Apr 04 10:47:21 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","filtration"
"The test deletes the value by checking the autocomplete in a blank field","17854","Auto-completion test after cleaning","","Fri Apr 04 10:46:17 UTC 2025","passed","Fri Apr 04 10:46:35 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","nullable"
