"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Checking the url before the transition and after the transition/click on a special element","11986","The DrillDown test","","Wed Oct 29 08:54:58 GMT 2025","passed","Wed Oct 29 08:55:10 GMT 2025","","List. Checking the basic functions for the Time","application.Samples.List.TimeOnListTest","drillDown"
"Filtering is not available for the Form widget","8394","Filtering test","","Wed Oct 29 09:20:17 GMT 2025","passed","Wed Oct 29 09:20:26 GMT 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","filtration"
"The Hint field type is always read-only","4920","A test to check the field for ""Read-only""","","Wed Oct 29 09:16:37 GMT 2025","passed","Wed Oct 29 09:16:42 GMT 2025","","Form. Checking the basic functions for the Hint in the widget Form","application.Samples.Form.HintOnFormTest","readonly"
"The test gets the value in the field, and then checks the value in the field with what should be.","5969","A test for checking a value in a field","","Wed Oct 29 08:54:30 GMT 2025","passed","Wed Oct 29 08:54:36 GMT 2025","","List. Checking the basic functions for the Hint in the widget List","application.Samples.List.HintOnListTest","read"
"","6692","The test for getting the file name in the field","","Wed Oct 29 09:05:03 GMT 2025","passed","Wed Oct 29 09:05:10 GMT 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","readNameFileInField"
"Filtering is not available for InfoWidget.","8035","Filtering test","","Wed Oct 29 09:10:14 GMT 2025","passed","Wed Oct 29 09:10:22 GMT 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","filtration"
"The test clears the field and clicks the Save button. Then validates the message that the field is required.","0","Required Message text Verification field test","","Wed Oct 29 08:44:26 GMT 2025","skipped","Wed Oct 29 08:44:26 GMT 2025","","List. Checking the basic functions for the Radio in the widget List","application.Samples.List.RadioOnListTest","required"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","9270","Required Message text Verification field test","","Wed Oct 29 09:11:08 GMT 2025","passed","Wed Oct 29 09:11:17 GMT 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","required"
"The test checks for the disabled attribute.","8298","A test to check the field for ""Read-only""","","Wed Oct 29 08:53:24 GMT 2025","passed","Wed Oct 29 08:53:32 GMT 2025","","List. Checking the basic functions for the CheckBox","application.Samples.List.CheckBoxOnListTest","readonly"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","45065","Required Message validation test for multiple fields","","Wed Oct 29 08:57:37 GMT 2025","passed","Wed Oct 29 08:58:22 GMT 2025","","List. Checking the basic functions for the Text in the widget List","application.Samples.List.TextOnListTest","fieldLevelValidation"
"Sorting is not available for InfoWidget.","5314","Sorting test","","Wed Oct 29 09:07:54 GMT 2025","passed","Wed Oct 29 09:08:00 GMT 2025","","Info. Checking the basic functions for the Date","application.Samples.Info.DateOnInfoTest","sorting"
"The test checks the creation and deletion in the dictionary and the result of this work on another screen.","27871","Test region at List","","Wed Oct 29 09:11:12 GMT 2025","passed","Wed Oct 29 09:11:40 GMT 2025","","Checking the basic functions for the Dictionary administration panel","application.Samples.DictionaryAdministrationTest","regionsList"
"The test clears the field and clicks the Save button. Then validates the message that the field is required.","11798","Required Message text Verification field test","","Wed Oct 29 08:51:20 GMT 2025","passed","Wed Oct 29 08:51:32 GMT 2025","","List. Checking the basic functions for the MultipleSelect in the widget List","application.Samples.List.MultipleSelectOnListTest","required"
"The test checks for the disabled attribute","5934","A test to check the field for ""Read-only""","","Wed Oct 29 09:19:25 GMT 2025","passed","Wed Oct 29 09:19:31 GMT 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","readonly"
"The test gets the value from the placeholder attribute and returns it in String format","12745","Test for getting the Placeholder value","","Wed Oct 29 09:24:01 GMT 2025","passed","Wed Oct 29 09:24:13 GMT 2025","","List. Checking the basic functions for the SuggestionPickList in the widget List","application.Samples.List.SuggestionPickListOnListTest","placeholder"
"Filtering by the specified column.","0","Filtering test","","Wed Oct 29 08:55:10 GMT 2025","skipped","Wed Oct 29 08:55:10 GMT 2025","","List. Checking the basic functions for the Time","application.Samples.List.TimeOnListTest","filtration"
"The test gets the value from the placeholder attribute and returns it in String format","7525","Test for getting the Placeholder value","","Wed Oct 29 08:59:08 GMT 2025","passed","Wed Oct 29 08:59:15 GMT 2025","","List. Checking the basic functions for the FileUpload in the widget List","application.Samples.List.FileUploadOnListTest","placeholder"
"Sorting is not available for InfoWidget.","5999","Sorting test","","Wed Oct 29 09:04:51 GMT 2025","passed","Wed Oct 29 09:04:57 GMT 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","sorting"
"","21627","fieldLevelValidation()","","Wed Oct 29 09:02:36 GMT 2025","passed","Wed Oct 29 09:02:57 GMT 2025","","List. Checking the basic functions for the PickList in the widget List","application.Samples.List.PickListOnListTest","fieldLevelValidation"
"","8982","A test to check the options of the drop-down list","","Wed Oct 29 09:17:07 GMT 2025","passed","Wed Oct 29 09:17:16 GMT 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","options"
"Filtering is not available for InfoWidget.","8738","Filtering test","","Wed Oct 29 09:09:12 GMT 2025","passed","Wed Oct 29 09:09:21 GMT 2025","","Info. Checking the basic functions for the MultiField","application.Samples.Info.MultiFieldOnInfoTest","filtration"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","9616","Business Exception Validation Test","","Wed Oct 29 09:15:44 GMT 2025","passed","Wed Oct 29 09:15:54 GMT 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","businessException"
"Sorting is not available for InfoWidget.","8521","Sorting test","","Wed Oct 29 09:06:46 GMT 2025","passed","Wed Oct 29 09:06:54 GMT 2025","","Info. Checking the basic functions for the Dictionary","application.Samples.Info.DictionaryOnInfoTest","sorting"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","11041","Required Message validation test for one field","","Wed Oct 29 09:14:41 GMT 2025","passed","Wed Oct 29 09:14:52 GMT 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","fieldLevelValidationAnnotation"
"The test calls Popup, the method returns a list with column headings","7332","The test for getting column headings","","Wed Oct 29 09:19:31 GMT 2025","passed","Wed Oct 29 09:19:39 GMT 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","getColumnName"
"Checking the url before the transition and after the transition/click on a special element","6389","The DrillDown test","","Wed Oct 29 09:26:58 GMT 2025","passed","Wed Oct 29 09:27:04 GMT 2025","","List. Checking the basic functions for the Number in the widget List","application.Samples.List.NumberOnListTest","drillDown"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated.","20514","Confirmation Popup Validation Test","","Wed Oct 29 09:05:47 GMT 2025","passed","Wed Oct 29 09:06:08 GMT 2025","","List. Checking the basic functions for the DateTime in the widget List","application.Samples.List.DateTimeOnListTest","confirm"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","9580","Required Message validation test for one field","","Wed Oct 29 09:15:25 GMT 2025","passed","Wed Oct 29 09:15:35 GMT 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","fieldLevelValidationAnnotation"
"The test gets the value in the field, and then checks the value in the field with what should be.","0","A test for checking a value in a field","","Wed Oct 29 08:45:17 GMT 2025","skipped","Wed Oct 29 08:45:17 GMT 2025","","List. Checking the basic functions for the Percent in the widget List","application.Samples.List.PercentOnListTest","read"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","66814","Required Message validation test for multiple fields","","Wed Oct 29 09:24:39 GMT 2025","passed","Wed Oct 29 09:25:46 GMT 2025","","List. Checking the basic functions for the Percent in the widget List","application.Samples.List.PercentOnListTest","fieldLevelValidation"
"The test sets the value in the field, and then checks the value in the field with what should be set. The Number Digits class is used for numbers with a fractional part.","10792","A test for entering numbers with a fractional part using the PercentDigits class","","Wed Oct 29 09:20:06 GMT 2025","passed","Wed Oct 29 09:20:17 GMT 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","digits"
"The InfoWidget doesn't have a Placeholder.","5775","Test for getting the Placeholder value","","Wed Oct 29 09:10:12 GMT 2025","passed","Wed Oct 29 09:10:18 GMT 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","placeholder"
"Sorting is not available for the Form widget","5714","Sorting test","","Wed Oct 29 09:14:55 GMT 2025","passed","Wed Oct 29 09:15:00 GMT 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","sorting"
"Filtering is not available for the Form widget","6287","Filtering test","","Wed Oct 29 09:12:41 GMT 2025","passed","Wed Oct 29 09:12:48 GMT 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","filtration"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","7942","A test to get the field color value in Hex format","","Wed Oct 29 09:08:38 GMT 2025","passed","Wed Oct 29 09:08:46 GMT 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","color"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","4598","A test to get the field color value in Hex format","","Wed Oct 29 09:05:21 GMT 2025","passed","Wed Oct 29 09:05:25 GMT 2025","","Info. Checking the basic functions for the Input","application.Samples.Info.InputOnInfoTest","color"
"Currency check at the field","6315","Currency test","","Wed Oct 29 09:13:30 GMT 2025","passed","Wed Oct 29 09:13:36 GMT 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","currency"
"Sorting is not available for InfoWidget.","6397","Sorting test","","Wed Oct 29 09:09:30 GMT 2025","passed","Wed Oct 29 09:09:36 GMT 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","sorting"
"The test opens a modal window, clears the field, closes the window, and then checks the message under the field.","9253","Required Message text Verification field test","","Wed Oct 29 09:20:57 GMT 2025","passed","Wed Oct 29 09:21:07 GMT 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","required_2"
"Filtering is not available for InfoWidget.","5495","Filtering test","","Wed Oct 29 09:08:05 GMT 2025","passed","Wed Oct 29 09:08:11 GMT 2025","","Info. Checking the basic functions for the Date","application.Samples.Info.DateOnInfoTest","filtration"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","7943","A test to get the field color value in Hex format","","Wed Oct 29 08:57:34 GMT 2025","passed","Wed Oct 29 08:57:42 GMT 2025","","List. Checking the basic functions for the DateTimeWithSeconds in the widget List","application.Samples.List.DateTimeWithSecondsOnListTest","color"
"","8707","The test for getting the value from the field","","Wed Oct 29 09:07:28 GMT 2025","passed","Wed Oct 29 09:07:37 GMT 2025","","Info. Checking the basic functions for the Percent","application.Samples.Info.PercentOnInfoTest","read"
"DrillDown is not available for InfoWidget.","5792","The DrillDown test","","Wed Oct 29 09:08:00 GMT 2025","passed","Wed Oct 29 09:08:05 GMT 2025","","Info. Checking the basic functions for the Date","application.Samples.Info.DateOnInfoTest","drillDown"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated.","8896","Confirmation Popup Validation Test","","Wed Oct 29 09:21:32 GMT 2025","passed","Wed Oct 29 09:21:41 GMT 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","confirm"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","10056","Required Message validation test for multiple fields","","Wed Oct 29 09:16:29 GMT 2025","passed","Wed Oct 29 09:16:39 GMT 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","fieldLevelValidation"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","9111","Run-time exception validation test","","Wed Oct 29 08:52:40 GMT 2025","passed","Wed Oct 29 08:52:49 GMT 2025","","List. Checking the basic functions for the MultipleSelect in the widget List","application.Samples.List.MultipleSelectOnListTest","runtimeException"
"The test gets the value from the placeholder attribute and returns it in String format","8835","Test for getting the Placeholder value","","Wed Oct 29 09:26:54 GMT 2025","passed","Wed Oct 29 09:27:03 GMT 2025","","List. Checking the basic functions for the Radio in the widget List","application.Samples.List.RadioOnListTest","placeholder"
"The method returns Option-Status pairs, for all. The test checks each pair.","8243","Test to check the status of all options","","Wed Oct 29 09:21:48 GMT 2025","passed","Wed Oct 29 09:21:56 GMT 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","statusOptions"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated.","8251","Confirmation Popup Validation Test","","Wed Oct 29 08:51:00 GMT 2025","passed","Wed Oct 29 08:51:08 GMT 2025","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","confirm"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","8446","Confirmation Popup Validation Test","","Wed Oct 29 09:15:59 GMT 2025","passed","Wed Oct 29 09:16:07 GMT 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","confirm"
"The test checks for the disabled attribute","5876","A test to check the field for ""Read-only""","","Wed Oct 29 09:11:25 GMT 2025","passed","Wed Oct 29 09:11:31 GMT 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","readonly"
"The test sets the value in the field, and then checks the value in the field with what should be set.","29114","A test for setting a value in a field","","Wed Oct 29 09:05:04 GMT 2025","passed","Wed Oct 29 09:05:33 GMT 2025","","List. Checking the basic functions for the DateTime in the widget List","application.Samples.List.DateTimeOnListTest","edit"
