"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test check max input at the field","28252","Max input test","","Tue Jul 15 16:18:49 GMT 2025","passed","Tue Jul 15 16:19:17 GMT 2025","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","maxInput"
"The test gets the value in the field, and then checks the value in the field with what should be.","0","A test for checking a value in a field","","Tue Jul 15 16:15:12 GMT 2025","skipped","Tue Jul 15 16:15:12 GMT 2025","","List. Checking the basic functions for the Text in the widget List","application.Samples.List.TextOnListTest","read"
"Sorting is not available for InfoWidget.","8872","Sorting test","","Tue Jul 15 16:32:04 GMT 2025","passed","Tue Jul 15 16:32:13 GMT 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","sorting"
"","9212","The test for getting the value from the field","","Tue Jul 15 16:35:18 GMT 2025","passed","Tue Jul 15 16:35:27 GMT 2025","","Info. Checking the basic functions for the CheckBox","application.Samples.Info.CheckboxOnInfoTest","read"
"The test checks for the disabled attribute.","6341","A test to check the field for ""Read-only""","","Tue Jul 15 16:17:29 GMT 2025","passed","Tue Jul 15 16:17:35 GMT 2025","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","readonly"
"Checking the url before the transition and after the transition/click on a special element","8315","The DrillDown test","","Tue Jul 15 16:10:26 GMT 2025","passed","Tue Jul 15 16:10:34 GMT 2025","","List. Checking the basic functions for the FileUpload in the widget List","application.Samples.List.FileUploadOnListTest","drillDown"
"The transition/Redirect is not available","6810","The DrillDown test","","Tue Jul 15 16:07:30 GMT 2025","passed","Tue Jul 15 16:07:36 GMT 2025","","List. Checking the basic functions for the Hint in the widget List","application.Samples.List.HintOnListTest","drillDown"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","6877","Run-time exception validation test","","Tue Jul 15 16:26:07 GMT 2025","passed","Tue Jul 15 16:26:14 GMT 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","runtimeException"
"The test clears the field and clicks the Save button. Then validates the message that the field is required.","20934","Required Message text Verification field test","","Tue Jul 15 16:18:10 GMT 2025","passed","Tue Jul 15 16:18:31 GMT 2025","","List. Checking the basic functions for the PickList in the widget List","application.Samples.List.PickListOnListTest","required"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","10365","Required Message text Verification field test","","Tue Jul 15 16:23:46 GMT 2025","passed","Tue Jul 15 16:23:56 GMT 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","required"
"The test gets the value in the field, and then checks the value in the field with what should be.","0","A test for checking a value in a field","","Tue Jul 15 16:12:34 GMT 2025","skipped","Tue Jul 15 16:12:34 GMT 2025","","List. Checking the basic functions for the Dictionary in the widget List","application.Samples.List.DictionaryOnListTest","read"
