"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test gets the value from the placeholder attribute and returns it in String format","6006","Test for getting the Placeholder value","","Mon Aug 18 11:04:25 GMT 2025","passed","Mon Aug 18 11:04:31 GMT 2025","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","placeholder"
"The test sets the value in the field, and then checks the value in the field with what should be set.","18403","A test for setting a value in a field","","Mon Aug 18 11:01:37 GMT 2025","passed","Mon Aug 18 11:01:55 GMT 2025","","List. Checking the basic functions for the MultiValue in the widget List","application.Samples.List.MultiValueOnListTest","edit"
"Checking the url before the transition and after the transition/click on a special element","6277","The DrillDown test","","Mon Aug 18 11:07:43 GMT 2025","passed","Mon Aug 18 11:07:50 GMT 2025","","List. Checking the basic functions for the Number in the widget List","application.Samples.List.NumberOnListTest","drillDown"
"Sorting is not available for the Form widget","9032","Sorting test","","Mon Aug 18 11:28:30 GMT 2025","passed","Mon Aug 18 11:28:39 GMT 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","sorting"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","8412","Run-time exception validation test","","Mon Aug 18 11:07:20 GMT 2025","passed","Mon Aug 18 11:07:28 GMT 2025","","List. Checking the basic functions for the Date in the widget List","application.Samples.List.DateOnListTest","runtimeException"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","7810","Required Message validation test for multiple fields","","Mon Aug 18 11:27:41 GMT 2025","passed","Mon Aug 18 11:27:49 GMT 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","fieldLevelValidation"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","41968","Required Message validation test for multiple fields","","Mon Aug 18 11:04:40 GMT 2025","passed","Mon Aug 18 11:05:22 GMT 2025","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","fieldLevelValidation"
"The test check icon's name from the drop-down list ","9600","A test for checking the icon","","Mon Aug 18 11:29:56 GMT 2025","passed","Mon Aug 18 11:30:06 GMT 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","icon"
"InfoWidget does not have a Hex field color for this type.","9264","A test to get the field color value in Hex format","","Mon Aug 18 10:57:33 GMT 2025","passed","Mon Aug 18 10:57:42 GMT 2025","","Info. Checking the basic functions for the CheckBox","application.Samples.Info.CheckboxOnInfoTest","color"
"Filtering by the specified column.","10266","Filtering test","","Mon Aug 18 10:57:51 GMT 2025","passed","Mon Aug 18 10:58:01 GMT 2025","","List. Checking the basic functions for the MultiValueHover in the widget List","application.Samples.List.MultiValueHoverOnListTest","filtration"
"DrillDown is not available for InfoWidget.","8269","The DrillDown test","","Mon Aug 18 10:53:19 GMT 2025","passed","Mon Aug 18 10:53:27 GMT 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","drillDown"
"The test checks for the disabled attribute","5682","A test to check the field for ""Read-only""","","Mon Aug 18 11:24:27 GMT 2025","passed","Mon Aug 18 11:24:32 GMT 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","readonly"
"","8942","A test to get a value for a multifield","","Mon Aug 18 11:18:53 GMT 2025","passed","Mon Aug 18 11:19:02 GMT 2025","","Form. Checking the basic functions for the MultiField in the widget Form","application.Samples.Form.MultiFieldOnFormTest","getValues2"
"DrillDown is not available for InfoWidget.","5605","The DrillDown test","","Mon Aug 18 10:56:39 GMT 2025","passed","Mon Aug 18 10:56:45 GMT 2025","","Info. Checking the basic functions for the DateTime","application.Samples.Info.DateTimeOnInfoTest","drillDown"
"","19387","test_1()","","Mon Aug 18 10:58:36 GMT 2025","passed","Mon Aug 18 10:58:55 GMT 2025","","List. Checking the basic functions for the PickList in the widget List","application.Samples.List.PickListOnListTest","test_1"
"","9923","The test for getting the value from the field","","Mon Aug 18 10:53:32 GMT 2025","passed","Mon Aug 18 10:53:42 GMT 2025","","Info. Checking the basic functions for the MultiField","application.Samples.Info.MultiFieldOnInfoTest","read"
"","4812","checkFilterOrSort()","","Mon Aug 18 11:02:48 GMT 2025","passed","Mon Aug 18 11:02:53 GMT 2025","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","checkFilterOrSort"
"Тест устанавливает значение в поле, а после проверяет значение в поле с тем, что должно быть установлено. Предварительной очистки поля нет","10522","A test for setting a value in a field","","Mon Aug 18 11:11:29 GMT 2025","passed","Mon Aug 18 11:11:39 GMT 2025","","List. Checking the basic functions for the MultipleSelect in the widget List","application.Samples.List.MultipleSelectOnListTest","edit"
