"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","9121","Required Message validation test for one field","","Mon Jun 30 09:43:36 GMT 2025","passed","Mon Jun 30 09:43:46 GMT 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","fieldLevelValidationAnnotation"
"The test sets the value in the field, and then checks the value in the field with what should be set.","22615","A test for setting a value in a field","","Mon Jun 30 09:49:01 GMT 2025","passed","Mon Jun 30 09:49:24 GMT 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","edit"
"Sorting by the specified column.","10506","Sorting test","","Mon Jun 30 09:23:10 GMT 2025","passed","Mon Jun 30 09:23:21 GMT 2025","","List. Checking the basic functions for the Number in the widget List","application.Samples.List.NumberOnListTest","sorting"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","8314","Confirmation Popup Validation Test","","Mon Jun 30 09:53:15 GMT 2025","passed","Mon Jun 30 09:53:23 GMT 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","confirm"
"Sorting is not available for the Form widget","7828","Sorting test","","Mon Jun 30 09:43:05 GMT 2025","passed","Mon Jun 30 09:43:13 GMT 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","sorting"
"The InfoWidget doesn't have a Placeholder.","9186","Test for getting the Placeholder value","","Mon Jun 30 09:19:51 GMT 2025","passed","Mon Jun 30 09:20:00 GMT 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","placeholder"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","11022","Run-time exception validation test","","Mon Jun 30 09:48:00 GMT 2025","passed","Mon Jun 30 09:48:11 GMT 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","runtimeException"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","5774","A test to get the field color value in Hex format","","Mon Jun 30 09:34:46 GMT 2025","passed","Mon Jun 30 09:34:52 GMT 2025","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","color"
"The test checks for the disabled attribute.","6647","A test to check the field for ""Read-only""","","Mon Jun 30 09:33:51 GMT 2025","passed","Mon Jun 30 09:33:57 GMT 2025","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","readonly"
"Sorting is not available for the Form widget","6562","Sorting test","","Mon Jun 30 09:49:51 GMT 2025","passed","Mon Jun 30 09:49:57 GMT 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","sorting"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","6292","A test to get the field color value in Hex format","","Mon Jun 30 09:51:28 GMT 2025","passed","Mon Jun 30 09:51:34 GMT 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","color"
"","9629","A test to get a value for a multifield","","Mon Jun 30 09:50:35 GMT 2025","passed","Mon Jun 30 09:50:44 GMT 2025","","Form. Checking the basic functions for the MultiField in the widget Form","application.Samples.Form.MultiFieldOnFormTest","getValues2"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","8698","Business Exception Validation Test","","Mon Jun 30 09:37:01 GMT 2025","passed","Mon Jun 30 09:37:09 GMT 2025","","List. Checking the basic functions for the CheckBox","application.Samples.List.CheckBoxOnListTest","businessException"
"The test checks the list of buttons","4981","Test getting all widget buttons","","Mon Jun 30 09:52:56 GMT 2025","passed","Mon Jun 30 09:53:01 GMT 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","getButtons"
"The Hint field type is always read-only","4770","A test to check the field for ""Read-only""","","Mon Jun 30 09:32:01 GMT 2025","passed","Mon Jun 30 09:32:06 GMT 2025","","List. Checking the basic functions for the Hint in the widget List","application.Samples.List.HintOnListTest","readonly"
"Filtering by the specified column.","8154","Filtering test","","Mon Jun 30 09:23:31 GMT 2025","passed","Mon Jun 30 09:23:39 GMT 2025","","List. Checking the basic functions for the FileUpload in the widget List","application.Samples.List.FileUploadOnListTest","filtration"
"The test checks the status of one option, whether it is selected or not","7961","A test to check the status of one option","","Mon Jun 30 09:43:46 GMT 2025","passed","Mon Jun 30 09:43:54 GMT 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","statusOption"
"Sorting by the specified column.","11943","Sorting test","","Mon Jun 30 09:34:02 GMT 2025","passed","Mon Jun 30 09:34:14 GMT 2025","","List. Checking the basic functions for the Radio in the widget List","application.Samples.List.RadioOnListTest","sorting"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","12220","Run-time exception validation test","","Mon Jun 30 09:51:35 GMT 2025","passed","Mon Jun 30 09:51:47 GMT 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","runtimeException"
"Checking the url before the transition and after the transition/click on a special element","6611","The DrillDown test","","Mon Jun 30 09:49:57 GMT 2025","passed","Mon Jun 30 09:50:04 GMT 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","drillDown"
"The test checks for the disabled attribute","6913","A test to check the field for ""Read-only""","","Mon Jun 30 09:50:11 GMT 2025","passed","Mon Jun 30 09:50:18 GMT 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","readonly"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","8426","Required Message validation test for one field","","Mon Jun 30 09:42:14 GMT 2025","passed","Mon Jun 30 09:42:22 GMT 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","fieldLevelValidationAnnotation"
"The InfoWidget doesn't have a Placeholder.","7940","Test for getting the Placeholder value","","Mon Jun 30 09:18:52 GMT 2025","passed","Mon Jun 30 09:18:59 GMT 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","placeholder"
"The test gets the value from the placeholder attribute and returns it in String format","5843","Test for getting the Placeholder value","","Mon Jun 30 09:49:18 GMT 2025","passed","Mon Jun 30 09:49:23 GMT 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","placeholder"
"DrillDown is not available for InfoWidget.","6911","The DrillDown test","","Mon Jun 30 09:19:22 GMT 2025","passed","Mon Jun 30 09:19:29 GMT 2025","","Info. Checking the basic functions for the DateTime","application.Samples.Info.DateTimeOnInfoTest","drillDown"
"","7974","digits()","","Mon Jun 30 09:23:28 GMT 2025","passed","Mon Jun 30 09:23:36 GMT 2025","","List. Checking the basic functions for the Number in the widget List","application.Samples.List.NumberOnListTest","digits"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","30012","Business Exception Validation Test","","Mon Jun 30 09:37:44 GMT 2025","passed","Mon Jun 30 09:38:14 GMT 2025","","List. Checking the basic functions for the Money in the widget List","application.Samples.List.MoneyOnListTest","businessException"
"The test sets the value, after which the method returns the full list of value-status","12046","Test to get all values with the status","","Mon Jun 30 09:36:10 GMT 2025","passed","Mon Jun 30 09:36:22 GMT 2025","","List. Checking the basic functions for the Radio in the widget List","application.Samples.List.RadioOnListTest","getValues"
"","4167","getTypeColumn()","","Mon Jun 30 09:35:56 GMT 2025","passed","Mon Jun 30 09:36:00 GMT 2025","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","getTypeColumn"
"","6453","The test for getting the value from the field","","Mon Jun 30 09:20:24 GMT 2025","passed","Mon Jun 30 09:20:31 GMT 2025","","Info. Checking the basic functions for the DateTimeWithSeconds","application.Samples.Info.DateTimeWithSecondsOnInfoTest","read"
"The InfoWidget doesn't have a Placeholder.","6939","Test for getting the Placeholder value","","Mon Jun 30 09:23:38 GMT 2025","passed","Mon Jun 30 09:23:45 GMT 2025","","Info. Checking the basic functions for the Money","application.Samples.Info.MoneyOnInfoTest","placeholder"
"The test sets the value to false in the field, and then checks the value in the field with what should be set.","8077","A test for setting a value in a field","","Mon Jun 30 09:37:09 GMT 2025","passed","Mon Jun 30 09:37:17 GMT 2025","","List. Checking the basic functions for the CheckBox","application.Samples.List.CheckBoxOnListTest","edit"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","83602","Required Message validation test for multiple fields","","Mon Jun 30 09:39:41 GMT 2025","passed","Mon Jun 30 09:41:04 GMT 2025","","List. Checking the basic functions for the Money in the widget List","application.Samples.List.MoneyOnListTest","fieldLevelValidation"
"","9821","The test for getting the value from the field","","Mon Jun 30 09:19:03 GMT 2025","passed","Mon Jun 30 09:19:13 GMT 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","read"
"The test gets the value from the placeholder attribute and returns it in String format","8850","Test for getting the Placeholder value","","Mon Jun 30 09:52:30 GMT 2025","passed","Mon Jun 30 09:52:38 GMT 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","placeholder"
"Info Widget is always read-only","10495","A test to check the field for ""Read-only""","","Mon Jun 30 09:20:42 GMT 2025","passed","Mon Jun 30 09:20:52 GMT 2025","","Info. Checking the basic functions for the Dictionary","application.Samples.Info.DictionaryOnInfoTest","readonly"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","68642","Required Message validation test for multiple fields","","Mon Jun 30 09:27:59 GMT 2025","passed","Mon Jun 30 09:29:07 GMT 2025","","List. Checking the basic functions for the Percent in the widget List","application.Samples.List.PercentOnListTest","fieldLevelValidation"
"Filtering is not available for the Form widget","5118","Filtering test","","Mon Jun 30 09:51:58 GMT 2025","passed","Mon Jun 30 09:52:03 GMT 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","filtration"
"The test gets the value from the placeholder attribute and returns it in String format","9421","Test for getting the Placeholder value","","Mon Jun 30 09:27:27 GMT 2025","passed","Mon Jun 30 09:27:36 GMT 2025","","List. Checking the basic functions for the Percent in the widget List","application.Samples.List.PercentOnListTest","placeholder"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","8753","A test to get the field color value in Hex format","","Mon Jun 30 09:38:59 GMT 2025","passed","Mon Jun 30 09:39:08 GMT 2025","","List. Checking the basic functions for the MultiValue in the widget List","application.Samples.List.MultiValueOnListTest","color"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated.","21193","Confirmation Popup Validation Test","","Mon Jun 30 09:42:33 GMT 2025","passed","Mon Jun 30 09:42:55 GMT 2025","","List. Checking the basic functions for the DateTimeWithSeconds in the widget List","application.Samples.List.DateTimeWithSecondsOnListTest","confirm"
"Filtering is not available for the Form widget","7359","Filtering test","","Mon Jun 30 09:47:09 GMT 2025","passed","Mon Jun 30 09:47:17 GMT 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","filtration"
"The test gets the value from the placeholder attribute and returns it in String format","7333","Test for getting the Placeholder value","","Mon Jun 30 09:44:40 GMT 2025","passed","Mon Jun 30 09:44:47 GMT 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","placeholder"
"The test gets the value from the placeholder attribute and returns it in String format","8208","Test for getting the Placeholder value","","Mon Jun 30 09:46:23 GMT 2025","passed","Mon Jun 30 09:46:31 GMT 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","placeholder"
"Info Widget is always read-only","8465","A test to check the field for ""Read-only""","","Mon Jun 30 09:18:27 GMT 2025","passed","Mon Jun 30 09:18:35 GMT 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","readonly"
"Getting a Placeholder is not available","7637","Test for getting the Placeholder value","","Mon Jun 30 09:45:00 GMT 2025","passed","Mon Jun 30 09:45:07 GMT 2025","","Form. Checking the basic functions for the MultiValueHover in the widget Form","application.Samples.Form.MultiValueHoverOnFormTest","placeholder"
"InfoWidget does not have a Hex field color for this type.","8534","A test to get the field color value in Hex format","","Mon Jun 30 09:22:53 GMT 2025","passed","Mon Jun 30 09:23:01 GMT 2025","","Info. Checking the basic functions for the CheckBox","application.Samples.Info.CheckboxOnInfoTest","color"
"The test checks for the disabled attribute.","7812","A test to check the field for ""Read-only""","","Mon Jun 30 09:23:45 GMT 2025","passed","Mon Jun 30 09:23:53 GMT 2025","","List. Checking the basic functions for the Number in the widget List","application.Samples.List.NumberOnListTest","readonly"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","10615","Required Message validation test for one field","","Mon Jun 30 09:46:35 GMT 2025","passed","Mon Jun 30 09:46:46 GMT 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","fieldLevelValidationAnnotation"
"Sorting by the specified column.","10772","Sorting test","","Mon Jun 30 09:38:18 GMT 2025","passed","Mon Jun 30 09:38:29 GMT 2025","","List. Checking the basic functions for the Dictionary in the widget List","application.Samples.List.DictionaryOnListTest","sorting"
"Sorting is not available for the Form widget","9609","Sorting test","","Mon Jun 30 09:50:44 GMT 2025","passed","Mon Jun 30 09:50:54 GMT 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","sorting"
