"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test sets the value in the field, and then checks the value in the field with what should be set.","11808","A test for setting a value in a field","","2026-09-01","passed","2026-09-01","","List. Checking the basic functions for the Date in the widget List","application.Samples.List.DateOnListTest","edit"
"Checking the url before the transition and after the transition/click on a special element","8675","The DrillDown test","","2026-09-01","passed","2026-09-01","","List. Checking the basic functions for the Date in the widget List","application.Samples.List.DateOnListTest","drillDown"
"Checking the url before the transition and after the transition/click on a special element","16331","The DrillDown test","","2026-09-01","passed","2026-09-01","","application.Samples.List.SuggestionPickListOnListTest","application.Samples.List.SuggestionPickListOnListTest","drillDown"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","7915","A test to get the field color value in Hex format","","2026-09-01","passed","2026-09-01","","List. Checking the basic functions for the Date in the widget List","application.Samples.List.DateOnListTest","color"
"Checking the url before the transition and after the transition/click on a special element","12068","The DrillDown test","","2026-09-01","passed","2026-09-01","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","drillDown"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated.","18444","Confirmation Popup Validation Test","","2026-09-01","passed","2026-09-01","","List. Checking the basic functions for the CheckBox","application.Samples.List.CheckBoxOnListTest","confirm"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","11318","Business Exception Validation Test","","2026-09-01","passed","2026-09-01","","List. Checking the basic functions for the Date in the widget List","application.Samples.List.DateOnListTest","businessException"
"Test check max input at the field","10701","Max input test","","2026-09-01","passed","2026-09-01","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","maxInput"
"The test gets the value from the placeholder attribute and returns it in String format","8548","Test for getting the Placeholder value","","2026-09-01","passed","2026-09-01","","List. Checking the basic functions for the Date in the widget List","application.Samples.List.DateOnListTest","placeholder"
"Filtering by the specified column.","21754","Filtering test","","2026-09-01","passed","2026-09-01","","application.Samples.List.SuggestionPickListOnListTest","application.Samples.List.SuggestionPickListOnListTest","filtration"
