"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","9544","Required Message validation test for one field","","Fri Nov 14 10:33:04 UTC 2025","passed","Fri Nov 14 10:33:13 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","fieldLevelValidationAnnotation"
"The test gets the value from the placeholder attribute and returns it in String format","6074","Test for getting the Placeholder value","","Fri Nov 14 10:36:25 UTC 2025","passed","Fri Nov 14 10:36:31 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","placeholder"
"The test sets the value in the field, and then checks the value in the field with what should be set.","31185","A test for setting a value in a field","","Fri Nov 14 10:07:38 UTC 2025","passed","Fri Nov 14 10:08:09 UTC 2025","","List. Checking the basic functions for the Percent in the widget List","application.Samples.List.PercentOnListTest","edit"
"","6839","The test for getting the value from the field","","Fri Nov 14 10:47:53 UTC 2025","passed","Fri Nov 14 10:48:00 UTC 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","read"
"Checking the url before the transition and after the transition/click on a special element","5518","The DrillDown test","","Fri Nov 14 10:44:56 UTC 2025","passed","Fri Nov 14 10:45:01 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","drillDown"
"","6876","nullable()","","Fri Nov 14 10:33:05 UTC 2025","passed","Fri Nov 14 10:33:12 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","nullable"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated.","12066","Confirmation Popup Validation Test","","Fri Nov 14 10:14:43 UTC 2025","passed","Fri Nov 14 10:14:55 UTC 2025","","List. Checking the basic functions for the MultiValue in the widget List","application.Samples.List.MultiValueOnListTest","confirm"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered.","33971","Required Message validation test for one field","","Fri Nov 14 10:06:18 UTC 2025","passed","Fri Nov 14 10:06:52 UTC 2025","","List. Checking the basic functions for the Percent in the widget List","application.Samples.List.PercentOnListTest","fieldLevelValidationAnnotation"
"A test to get the value from the field. Hint is always read-only, so it is impossible to set the value.","5132","A test to check the value in a field","","Fri Nov 14 10:38:55 UTC 2025","passed","Fri Nov 14 10:39:00 UTC 2025","","Form. Checking the basic functions for the Hint in the widget Form","application.Samples.Form.HintOnFormTest","edit"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","9341","Run-time exception validation test","","Fri Nov 14 10:38:48 UTC 2025","passed","Fri Nov 14 10:38:57 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","runtimeException"
