"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","9178","Required Message validation test for multiple fields","","Sun Jul 06 23:44:41 GMT 2025","passed","Sun Jul 06 23:44:50 GMT 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","fieldLevelValidation"
"The test gets the value from the placeholder attribute and returns it in String format","9632","Test for getting the Placeholder value","","Sun Jul 06 23:26:10 GMT 2025","passed","Sun Jul 06 23:26:20 GMT 2025","","List. Checking the basic functions for the InlinePickList in the widget List","application.Samples.List.InlinePickListOnListTest","placeholder"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated.","22985","Confirmation Popup Validation Test","","Sun Jul 06 23:26:20 GMT 2025","passed","Sun Jul 06 23:26:43 GMT 2025","","List. Checking the basic functions for the InlinePickList in the widget List","application.Samples.List.InlinePickListOnListTest","confirm"
"Sorting by the specified column.","11521","Sorting test","","Sun Jul 06 23:27:17 GMT 2025","passed","Sun Jul 06 23:27:29 GMT 2025","","List. Checking the basic functions for the Radio in the widget List","application.Samples.List.RadioOnListTest","sorting"
"Checking the url before the transition and after the transition/click on a special element","8634","The DrillDown test","","Sun Jul 06 23:29:16 GMT 2025","passed","Sun Jul 06 23:29:25 GMT 2025","","List. Checking the basic functions for the CheckBox","application.Samples.List.CheckBoxOnListTest","drillDown"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","67712","Required Message validation test for multiple fields","","Sun Jul 06 23:21:15 GMT 2025","passed","Sun Jul 06 23:22:23 GMT 2025","","List. Checking the basic functions for the Percent in the widget List","application.Samples.List.PercentOnListTest","fieldLevelValidation"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","6304","A test to get the field color value in Hex format","","Sun Jul 06 23:45:54 GMT 2025","passed","Sun Jul 06 23:46:01 GMT 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","color"
"Sorting by the specified column.","11452","Sorting test","","Sun Jul 06 23:29:04 GMT 2025","passed","Sun Jul 06 23:29:16 GMT 2025","","List. Checking the basic functions for the CheckBox","application.Samples.List.CheckBoxOnListTest","sorting"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","8973","A test to get the field color value in Hex format","","Sun Jul 06 23:32:10 GMT 2025","passed","Sun Jul 06 23:32:19 GMT 2025","","List. Checking the basic functions for the MultiValue in the widget List","application.Samples.List.MultiValueOnListTest","color"
"Filtering is not available for InfoWidget.","19542","Filtering test","","Sun Jul 06 23:11:05 GMT 2025","passed","Sun Jul 06 23:11:25 GMT 2025","","Info. Checking the basic functions for the MultiField","application.Samples.Info.MultiFieldOnInfoTest","filtration"
