"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test gets the value from the placeholder attribute and returns it in String format","6810","Test for getting the Placeholder value","","Mon Jul 28 10:46:39 GMT 2025","passed","Mon Jul 28 10:46:45 GMT 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","placeholder"
"Getting the field color is not available","8612","A test to get the field color value in Hex format","","Mon Jul 28 10:34:54 GMT 2025","passed","Mon Jul 28 10:35:02 GMT 2025","","List. Checking the basic functions for the MultiValueHover in the widget List","application.Samples.List.MultiValueHoverOnListTest","color"
"Checking the url before the transition and after the transition/click on a special element","4724","The DrillDown test","","Mon Jul 28 10:44:10 GMT 2025","passed","Mon Jul 28 10:44:15 GMT 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","drillDown"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","19697","Run-time exception validation test","","Mon Jul 28 10:44:35 GMT 2025","passed","Mon Jul 28 10:44:55 GMT 2025","","List. Checking the basic functions for the PickList in the widget List","application.Samples.List.PickListOnListTest","runtimeException"
"The test checks for the disabled attribute.","8845","A test to check the field for ""Read-only""","","Mon Jul 28 10:41:57 GMT 2025","passed","Mon Jul 28 10:42:05 GMT 2025","","List. Checking the basic functions for the PickList in the widget List","application.Samples.List.PickListOnListTest","readonly"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","6641","Run-time exception validation test","","Mon Jul 28 10:45:15 GMT 2025","passed","Mon Jul 28 10:45:22 GMT 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","runtimeException"
"The test clears the field and clicks the Save button. Then validates the message that the field is required.","0","Required Message text Verification field test","","Mon Jul 28 10:26:18 GMT 2025","skipped","Mon Jul 28 10:26:18 GMT 2025","","List. Checking the basic functions for the Radio in the widget List","application.Samples.List.RadioOnListTest","required"
"The test gets the value from the placeholder attribute and returns it in String format","7551","Test for getting the Placeholder value","","Mon Jul 28 10:48:27 GMT 2025","passed","Mon Jul 28 10:48:34 GMT 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","placeholder"
"Sorting is not available for the Form widget","8640","Sorting test","","Mon Jul 28 10:53:23 GMT 2025","passed","Mon Jul 28 10:53:32 GMT 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","sorting"
"The test gets the value from the placeholder attribute and returns it in String format","11561","Test for getting the Placeholder value","","Mon Jul 28 10:30:40 GMT 2025","passed","Mon Jul 28 10:30:51 GMT 2025","","List. Checking the basic functions for the SuggestionPickList in the widget List","application.Samples.List.SuggestionPickListOnListTest","placeholder"
"The test gets the value from the placeholder attribute and returns it in String format","4919","Test for getting the Placeholder value","","Mon Jul 28 10:49:44 GMT 2025","passed","Mon Jul 28 10:49:49 GMT 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","placeholder"
"Filtering is not available for the Form widget","7715","Filtering test","","Mon Jul 28 10:47:27 GMT 2025","passed","Mon Jul 28 10:47:35 GMT 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","filtration"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","4695","Required Message text Verification field test","","Mon Jul 28 10:44:31 GMT 2025","passed","Mon Jul 28 10:44:35 GMT 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","required"
"DrillDown is not available for InfoWidget.","8865","The DrillDown test","","Mon Jul 28 10:58:41 GMT 2025","passed","Mon Jul 28 10:58:49 GMT 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","drillDown"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","8155","Required Message validation test for one field","","Mon Jul 28 10:47:01 GMT 2025","passed","Mon Jul 28 10:47:10 GMT 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","fieldLevelValidationAnnotationAlternative"
"Filtering is not available for InfoWidget.","5947","Filtering test","","Mon Jul 28 10:56:38 GMT 2025","passed","Mon Jul 28 10:56:44 GMT 2025","","Info. Checking the basic functions for the DateTimeWithSeconds","application.Samples.Info.DateTimeWithSecondsOnInfoTest","filtration"
"Checking the url before the transition and after the transition/click on a special element","8751","The DrillDown test","","Mon Jul 28 10:37:59 GMT 2025","passed","Mon Jul 28 10:38:08 GMT 2025","","List. Checking the basic functions for the Text in the widget List","application.Samples.List.TextOnListTest","drillDown"
