"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test clears the field and clicks the Save button. Then validates the message that the field is required.","20891","Required Message text Verification field test","","Mon Jul 14 18:19:17 GMT 2025","passed","Mon Jul 14 18:19:38 GMT 2025","","List. Checking the basic functions for the DateTimeWithSeconds in the widget List","application.Samples.List.DateTimeWithSecondsOnListTest","required"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","12353","Run-time exception validation test","","Mon Jul 14 18:26:13 GMT 2025","passed","Mon Jul 14 18:26:25 GMT 2025","","List. Checking the basic functions for the Dictionary in the widget List","application.Samples.List.DictionaryOnListTest","runtimeException"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","8702","Confirmation Popup Validation Test","","Mon Jul 14 18:39:04 GMT 2025","passed","Mon Jul 14 18:39:12 GMT 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","confirm"
"Filtering by the specified column.","6886","Filtering test","","Mon Jul 14 18:20:53 GMT 2025","passed","Mon Jul 14 18:21:00 GMT 2025","","List. Checking the basic functions for the Hint in the widget List","application.Samples.List.HintOnListTest","filtration"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","10377","Business Exception Validation Test","","Mon Jul 14 18:31:32 GMT 2025","passed","Mon Jul 14 18:31:42 GMT 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","businessException"
"The test gets the value in the field, and then checks the value in the field with what should be.","0","A test for checking a value in a field","","Mon Jul 14 18:13:42 GMT 2025","skipped","Mon Jul 14 18:13:42 GMT 2025","","List. Checking the basic functions for the Radio in the widget List","application.Samples.List.RadioOnListTest","read"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","8936","Run-time exception validation test","","Mon Jul 14 18:36:33 GMT 2025","passed","Mon Jul 14 18:36:42 GMT 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","runtimeException"
"Checking the url before the transition and after the transition/click on a special element","6652","The DrillDown test","","Mon Jul 14 18:33:08 GMT 2025","passed","Mon Jul 14 18:33:15 GMT 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","drillDown"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered.","13785","Required Message validation test for one field","","Mon Jul 14 18:24:31 GMT 2025","passed","Mon Jul 14 18:24:45 GMT 2025","","List. Checking the basic functions for the Dictionary in the widget List","application.Samples.List.DictionaryOnListTest","fieldLevelValidationAnnotation"
"","7483","digits()","","Mon Jul 14 18:21:36 GMT 2025","passed","Mon Jul 14 18:21:43 GMT 2025","","List. Checking the basic functions for the Number in the widget List","application.Samples.List.NumberOnListTest","digits"
