"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Checking the url before the transition and after the transition/click on a special element","6111","The DrillDown test","","Fri Aug 08 14:27:30 GMT 2025","passed","Fri Aug 08 14:27:36 GMT 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","drillDown"
"Filtering is not available for the Form widget","5673","Filtering test","","Fri Aug 08 14:29:01 GMT 2025","passed","Fri Aug 08 14:29:07 GMT 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","filtration"
"The test gets the value in the field, and then checks the value in the field with what should be.","0","A test for checking a value in a field","","Fri Aug 08 14:16:49 GMT 2025","skipped","Fri Aug 08 14:16:49 GMT 2025","","List. Checking the basic functions for the Number in the widget List","application.Samples.List.NumberOnListTest","read"
"The test sets the value in the field, and then checks the value in the field with what should be set.","16575","A test for setting a value in a field","","Fri Aug 08 14:24:54 GMT 2025","passed","Fri Aug 08 14:25:11 GMT 2025","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","edit"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","9773","Business Exception Validation Test","","Fri Aug 08 14:25:21 GMT 2025","passed","Fri Aug 08 14:25:31 GMT 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","businessException"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","9985","Business Exception Validation Test","","Fri Aug 08 14:21:43 GMT 2025","passed","Fri Aug 08 14:21:53 GMT 2025","","List. Checking the basic functions for the Text in the widget List","application.Samples.List.TextOnListTest","businessException"
"The test checks for the disabled attribute.","8371","A test to check the field for ""Read-only""","","Fri Aug 08 14:24:32 GMT 2025","passed","Fri Aug 08 14:24:40 GMT 2025","","List. Checking the basic functions for the PickList in the widget List","application.Samples.List.PickListOnListTest","readonly"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","6165","A test to get the field color value in Hex format","","Fri Aug 08 14:41:03 GMT 2025","passed","Fri Aug 08 14:41:09 GMT 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","color"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","5625","A test to get the field color value in Hex format","","Fri Aug 08 14:29:50 GMT 2025","passed","Fri Aug 08 14:29:55 GMT 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","color"
"The test checks for the disabled attribute","5059","A test to check the field for ""Read-only""","","Fri Aug 08 14:31:07 GMT 2025","passed","Fri Aug 08 14:31:12 GMT 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","readonly"
