"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тест удаляет значение, проверяя автозаполнение в чистом поле","39871","Тест на автозаполнение после очистки","","Thu Nov 13 11:52:38 UTC 2025","passed","Thu Nov 13 11:53:17 UTC 2025","","List. Checking the basic functions for the Percent in the widget List","application.Samples.List.PercentOnListTest","nullable"
"Sorting is not available for the Form widget","6782","Sorting test","","Thu Nov 13 12:31:39 UTC 2025","passed","Thu Nov 13 12:31:45 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","sorting"
"Checking the url before the transition and after the transition/click on a special element","8218","The DrillDown test","","Thu Nov 13 11:55:19 UTC 2025","passed","Thu Nov 13 11:55:27 UTC 2025","","List. Checking the basic functions for the Number in the widget List","application.Samples.List.NumberOnListTest","drillDown"
"The test sets the value in the field, and then checks the value in the field with what should be set.","19644","A test for setting a value in a field","","Thu Nov 13 12:05:58 UTC 2025","passed","Thu Nov 13 12:06:17 UTC 2025","","List. Checking the basic functions for the Text in the widget List","application.Samples.List.TextOnListTest","edit"
"The test checks the creation and deletion in the dictionary and the result of this work on another screen.","29863","Test region at Form","","Thu Nov 13 12:20:00 UTC 2025","passed","Thu Nov 13 12:20:30 UTC 2025","","Checking the basic functions for the Dictionary administration panel","application.Samples.DictionaryAdministrationTest","regionsForm"
"","9768","A test to get a value for a multifield","","Thu Nov 13 12:29:37 UTC 2025","passed","Thu Nov 13 12:29:47 UTC 2025","","Form. Checking the basic functions for the MultiField in the widget Form","application.Samples.Form.MultiFieldOnFormTest","getValues2"
"The test clears the field and clicks the Save button. Then validates the message that the field is required.","0","Required Message text Verification field test","","Thu Nov 13 11:53:51 UTC 2025","skipped","Thu Nov 13 11:53:51 UTC 2025","","List. Checking the basic functions for the Radio in the widget List","application.Samples.List.RadioOnListTest","required"
"Filtering is not available for the Form widget","8448","Filtering test","","Thu Nov 13 12:26:09 UTC 2025","passed","Thu Nov 13 12:26:18 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","filtration"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered.","13000","Required Message validation test for one field","","Thu Nov 13 12:12:21 UTC 2025","passed","Thu Nov 13 12:12:34 UTC 2025","","List. Checking the basic functions for the Dictionary in the widget List","application.Samples.List.DictionaryOnListTest","fieldLevelValidationAnnotation"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","9657","Required Message validation test for one field","","Thu Nov 13 12:24:47 UTC 2025","passed","Thu Nov 13 12:24:57 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","fieldLevelValidationAnnotation"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","19807","Business Exception Validation Test","","Thu Nov 13 12:10:11 UTC 2025","passed","Thu Nov 13 12:10:31 UTC 2025","","List. Checking the basic functions for the PickList in the widget List","application.Samples.List.PickListOnListTest","businessException"
"Sorting is not available for InfoWidget.","7124","Sorting test","","Thu Nov 13 12:18:16 UTC 2025","passed","Thu Nov 13 12:18:23 UTC 2025","","Info. Checking the basic functions for the MultiValue","application.Samples.Info.MultiValueOnInfoTest","sorting"
"The test checks for the disabled attribute.","8706","A test to check the field for ""Read-only""","","Thu Nov 13 12:09:23 UTC 2025","passed","Thu Nov 13 12:09:32 UTC 2025","","List. Checking the basic functions for the PickList in the widget List","application.Samples.List.PickListOnListTest","readonly"
"Sorting is not available for the Form widget","5024","Sorting test","","Thu Nov 13 12:26:21 UTC 2025","passed","Thu Nov 13 12:26:26 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","sorting"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","10812","Required Message validation test for multiple fields","","Thu Nov 13 12:21:17 UTC 2025","passed","Thu Nov 13 12:21:27 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","fieldLevelValidation"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","9197","Required Message validation test for multiple fields","","Thu Nov 13 12:33:17 UTC 2025","passed","Thu Nov 13 12:33:26 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","fieldLevelValidation"
"Filtering is not available for InfoWidget.","7455","Filtering test","","Thu Nov 13 12:14:45 UTC 2025","passed","Thu Nov 13 12:14:52 UTC 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","filtration"
"The test gets the value from the placeholder attribute and returns it in String format","6289","Test for getting the Placeholder value","","Thu Nov 13 12:29:21 UTC 2025","passed","Thu Nov 13 12:29:27 UTC 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","placeholder"
"Filtering by the specified column.","9766","Filtering test","","Thu Nov 13 12:04:43 UTC 2025","passed","Thu Nov 13 12:04:53 UTC 2025","","List. Checking the basic functions for the Text in the widget List","application.Samples.List.TextOnListTest","filtration"
"The test gets the value from the placeholder attribute and returns it in String format","8703","Test for getting the Placeholder value","","Thu Nov 13 12:20:57 UTC 2025","passed","Thu Nov 13 12:21:06 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","placeholder"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","8384","A test to get the field color value in Hex format","","Thu Nov 13 12:25:25 UTC 2025","passed","Thu Nov 13 12:25:33 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","color"
"Filtering is not available for InfoWidget.","4358","Filtering test","","Thu Nov 13 12:14:31 UTC 2025","passed","Thu Nov 13 12:14:36 UTC 2025","","Info. Checking the basic functions for the Input","application.Samples.Info.InputOnInfoTest","filtration"
"InfoWidget does not have a Hex field color for this type.","4702","A test to get the field color value in Hex format","","Thu Nov 13 12:15:45 UTC 2025","passed","Thu Nov 13 12:15:50 UTC 2025","","Info. Checking the basic functions for the Hint","application.Samples.Info.HintOnInfoTest","color"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","45738","Required Message validation test for multiple fields","","Thu Nov 13 12:06:45 UTC 2025","passed","Thu Nov 13 12:07:31 UTC 2025","","List. Checking the basic functions for the Text in the widget List","application.Samples.List.TextOnListTest","fieldLevelValidation"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated.","8730","Confirmation Popup Validation Test","","Thu Nov 13 12:00:37 UTC 2025","passed","Thu Nov 13 12:00:46 UTC 2025","","List. Checking the basic functions for the Input in the widget List","application.Samples.List.InputOnListTest","confirm"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated.","23663","Confirmation Popup Validation Test","","Thu Nov 13 11:56:31 UTC 2025","passed","Thu Nov 13 11:56:54 UTC 2025","","List. Checking the basic functions for the Percent in the widget List","application.Samples.List.PercentOnListTest","confirm"
"The test clears the field and clicks the Save button. Then validates the message that the field is required.","26960","Required Message text Verification field test","","Thu Nov 13 11:53:29 UTC 2025","passed","Thu Nov 13 11:53:56 UTC 2025","","List. Checking the basic functions for the SuggestionPickList in the widget List","application.Samples.List.SuggestionPickListOnListTest","required"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","12547","Required Message text Verification field test","","Thu Nov 13 12:32:41 UTC 2025","passed","Thu Nov 13 12:32:53 UTC 2025","","Form. Checking the basic functions for the Time","application.Samples.Form.TimeOnFormTest","required"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","9762","Business Exception Validation Test","","Thu Nov 13 12:25:06 UTC 2025","passed","Thu Nov 13 12:25:16 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","businessException"
"The test adds a value after removing all previous values.","9633","Value setting test with field clearing","","Thu Nov 13 12:31:37 UTC 2025","passed","Thu Nov 13 12:31:47 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","setValue"
"The test checks for the disabled attribute","6040","A test to check the field for ""Read-only""","","Thu Nov 13 12:29:00 UTC 2025","passed","Thu Nov 13 12:29:06 UTC 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","readonly"
"The test sets the value in the field, and then checks the value in the field with what should be set","5871","A test for setting a value in a field","","Thu Nov 13 12:27:01 UTC 2025","passed","Thu Nov 13 12:27:06 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","edit"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","7934","Required Message validation test for one field","","Thu Nov 13 12:23:18 UTC 2025","passed","Thu Nov 13 12:23:26 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","fieldLevelValidationAnnotation"
"The Hint field type is always read-only","7357","A test to check the field for ""Read-only""","","Thu Nov 13 12:31:43 UTC 2025","passed","Thu Nov 13 12:31:50 UTC 2025","","Form. Checking the basic functions for the MultiValueHover in the widget Form","application.Samples.Form.MultiValueHoverOnFormTest","readonly"
"Sorting is not available for the Form widget","8736","Sorting test","","Thu Nov 13 12:19:35 UTC 2025","passed","Thu Nov 13 12:19:44 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","sorting"
"The test checks the value in the field with what should be set","10400","A test to read value","","Thu Nov 13 12:17:32 UTC 2025","passed","Thu Nov 13 12:17:43 UTC 2025","","Info. Checking the basic functions for the Time","application.Samples.Info.TimeOnInfoTest","read"
"The Hint field type is always read-only","8983","A test to check the field for ""Read-only""","","Thu Nov 13 12:04:09 UTC 2025","passed","Thu Nov 13 12:04:18 UTC 2025","","List. Checking the basic functions for the MultiValueHover in the widget List","application.Samples.List.MultiValueHoverOnListTest","readonly"
"Sorting is not available for the Form widget","9343","Sorting test","","Thu Nov 13 12:29:15 UTC 2025","passed","Thu Nov 13 12:29:24 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","sorting"
"The test checks the value in the field with what should be set","10393","A test to read value","","Thu Nov 13 12:18:03 UTC 2025","passed","Thu Nov 13 12:18:14 UTC 2025","","Info. Checking the basic functions for the Time","application.Samples.Info.TimeOnInfoTest","read3"
"","6115","The test for getting the file name in the field","","Thu Nov 13 12:13:39 UTC 2025","passed","Thu Nov 13 12:13:45 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","readNameFileInField"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","9668","Run-time exception validation test","","Thu Nov 13 12:00:34 UTC 2025","passed","Thu Nov 13 12:00:44 UTC 2025","","List. Checking the basic functions for the MultipleSelect in the widget List","application.Samples.List.MultipleSelectOnListTest","runtimeException"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","7818","Required Message validation test for one field","","Thu Nov 13 12:30:27 UTC 2025","passed","Thu Nov 13 12:30:34 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","fieldLevelValidationAnnotation"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","7657","Business Exception Validation Test","","Thu Nov 13 12:23:32 UTC 2025","passed","Thu Nov 13 12:23:40 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","businessException"
"Checking the url before the transition and after the transition/click on a special element","9117","The DrillDown test","","Thu Nov 13 12:01:52 UTC 2025","passed","Thu Nov 13 12:02:01 UTC 2025","","List. Checking the basic functions for the CheckBox","application.Samples.List.CheckBoxOnListTest","drillDown"
"Checking the url before the transition and after the transition/click on a special element","10262","The DrillDown test","","Thu Nov 13 12:32:13 UTC 2025","passed","Thu Nov 13 12:32:24 UTC 2025","","Form. Checking the basic functions for the Time","application.Samples.Form.TimeOnFormTest","drillDown"
"The test checks for the disabled attribute.","12001","A test to check the field for ""Read-only""","","Thu Nov 13 11:53:14 UTC 2025","passed","Thu Nov 13 11:53:26 UTC 2025","","List. Checking the basic functions for the Radio in the widget List","application.Samples.List.RadioOnListTest","readonly"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","9064","Run-time exception validation test","","Thu Nov 13 12:31:55 UTC 2025","passed","Thu Nov 13 12:32:05 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","runtimeException"
"Getting the field color is not available","7714","A test to get the field color value in Hex format","","Thu Nov 13 12:31:58 UTC 2025","passed","Thu Nov 13 12:32:06 UTC 2025","","Form. Checking the basic functions for the MultiValueHover in the widget Form","application.Samples.Form.MultiValueHoverOnFormTest","color"
"A test to get the value from the field. Hint is always read-only, so it is impossible to set the value.","5236","A test to check the value in a field","","Thu Nov 13 12:26:11 UTC 2025","passed","Thu Nov 13 12:26:16 UTC 2025","","Form. Checking the basic functions for the Hint in the widget Form","application.Samples.Form.HintOnFormTest","edit"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","5717","A test to get the field color value in Hex format","","Thu Nov 13 12:23:47 UTC 2025","passed","Thu Nov 13 12:23:53 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","color"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","7224","A test to get the field color value in Hex format","","Thu Nov 13 12:10:48 UTC 2025","passed","Thu Nov 13 12:10:55 UTC 2025","","List. Checking the basic functions for the Date in the widget List","application.Samples.List.DateOnListTest","color"
"Filtering is not available for the Form widget","11931","Filtering test","","Thu Nov 13 12:22:15 UTC 2025","passed","Thu Nov 13 12:22:27 UTC 2025","","Form. Checking the basic functions for the Suggestion PickList in the widget Form","application.Samples.Form.SuggestionPickListOnFormTest","filtration"
"The test sets the value in the field, and then checks the value in the field with what should be set. The Number Digits class is used for numbers with a fractional part.","10687","A test for entering numbers with a fractional part using the PercentDigits class","","Thu Nov 13 12:29:44 UTC 2025","passed","Thu Nov 13 12:29:55 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","digits"
"The test gets the value from the placeholder attribute and returns it in String format","6472","Test for getting the Placeholder value","","Thu Nov 13 11:57:07 UTC 2025","passed","Thu Nov 13 11:57:13 UTC 2025","","List. Checking the basic functions for the Number in the widget List","application.Samples.List.NumberOnListTest","placeholder"
"The test gets the value from the placeholder attribute and returns it in String format","5793","Test for getting the Placeholder value","","Thu Nov 13 12:33:12 UTC 2025","passed","Thu Nov 13 12:33:18 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","placeholder"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered.","31385","Required Message validation test for one field","","Thu Nov 13 12:13:00 UTC 2025","passed","Thu Nov 13 12:13:31 UTC 2025","","List. Checking the basic functions for the DateTime in the widget List","application.Samples.List.DateTimeOnListTest","fieldLevelValidationAnnotation"
"The test sets the value in the field, and then checks the value in the field with what should be set.","18283","A test for setting a value in a field","","Thu Nov 13 11:56:40 UTC 2025","passed","Thu Nov 13 11:56:58 UTC 2025","","List. Checking the basic functions for the Number in the widget List","application.Samples.List.NumberOnListTest","edit"
"The test sets the value in the field, and then checks the value in the field with what should be set","11211","A test for setting a value in a field","","Thu Nov 13 12:27:34 UTC 2025","passed","Thu Nov 13 12:27:45 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","edit"
"The test gets the value from the placeholder attribute and returns it in String format","11770","Test for getting the Placeholder value","","Thu Nov 13 12:23:21 UTC 2025","passed","Thu Nov 13 12:23:32 UTC 2025","","Form. Checking the basic functions for the Suggestion PickList in the widget Form","application.Samples.Form.SuggestionPickListOnFormTest","placeholder"
"The test clears the field and clicks the Save button. Then validates the message that the field is required.","22633","Required Message text Verification field test","","Thu Nov 13 12:03:25 UTC 2025","passed","Thu Nov 13 12:03:47 UTC 2025","","List. Checking the basic functions for the Time","application.Samples.List.TimeOnListTest","required"
"The test checks for the disabled attribute.","7685","A test to check the field for ""Read-only""","","Thu Nov 13 12:29:05 UTC 2025","passed","Thu Nov 13 12:29:12 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","readonly"
"Filtering is not available for the Form widget","6149","Filtering test","","Thu Nov 13 12:28:54 UTC 2025","passed","Thu Nov 13 12:29:00 UTC 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","filtration"
