"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","16429","Required Message text Verification field test","","Fri Apr 04 10:45:38 UTC 2025","failed","Fri Apr 04 10:45:54 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","required"
"The test gets the value from the placeholder attribute and returns it in String format","13390","Test for getting the Placeholder value","","Fri Apr 04 11:05:15 UTC 2025","passed","Fri Apr 04 11:05:29 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","placeholder"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","18118","Required Message validation test for multiple fields","","Fri Apr 04 10:58:33 UTC 2025","passed","Fri Apr 04 10:58:51 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","fieldLevelValidation"
"DrillDown is not available for InfoWidget.","15285","The DrillDown test","","Fri Apr 04 11:16:57 UTC 2025","passed","Fri Apr 04 11:17:12 UTC 2025","","Info. Checking the basic functions for the Percent","application.Samples.Info.PercentOnInfoTest","drillDown"
"Info Widget is always read-only","14438","A test to check the field for ""Read-only""","","Fri Apr 04 11:16:58 UTC 2025","passed","Fri Apr 04 11:17:12 UTC 2025","","Info. Checking the basic functions for the CheckBox","application.Samples.Info.CheckboxOnInfoTest","readonly"
"Sorting is not available for the Form widget","110472","Sorting test","","Fri Apr 04 10:42:36 UTC 2025","failed","Fri Apr 04 10:44:27 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","sorting"
"The test sets all the values in the field, then checks the list with the expected value.","34687","Test to set all values in the field","","Fri Apr 04 11:06:17 UTC 2025","passed","Fri Apr 04 11:06:52 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","test_set_all"
"The test gets the value from the placeholder attribute and returns it in String format","11808","Test for getting the Placeholder value","","Fri Apr 04 11:08:37 UTC 2025","passed","Fri Apr 04 11:08:49 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","placeholder"
"The test sets the value in the field, and then checks the value in the field with what should be set","16374","A test for setting a value in a field","","Fri Apr 04 10:46:11 UTC 2025","failed","Fri Apr 04 10:46:27 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","edit"
"The InfoWidget doesn't have a Placeholder.","13356","Test for getting the Placeholder value","","Fri Apr 04 11:10:12 UTC 2025","passed","Fri Apr 04 11:10:25 UTC 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","placeholder"
"Filtering is not available for the Form widget","10870","Filtering test","","Fri Apr 04 11:07:03 UTC 2025","passed","Fri Apr 04 11:07:14 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","filtration"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","17532","Run-time exception validation test","","Fri Apr 04 10:51:23 UTC 2025","passed","Fri Apr 04 10:51:40 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","runtimeException"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","14494","A test to get the field color value in Hex format","","Fri Apr 04 10:57:22 UTC 2025","passed","Fri Apr 04 10:57:37 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","color"
"The test sets the value in the field, and then checks the value in the field with what should be set","10391","A test for setting a value in a field","","Fri Apr 04 10:57:17 UTC 2025","passed","Fri Apr 04 10:57:27 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","edit"
"Filtering is not available for InfoWidget.","11331","Filtering test","","Fri Apr 04 11:18:51 UTC 2025","passed","Fri Apr 04 11:19:02 UTC 2025","","Info. Checking the basic functions for the MultiValue","application.Samples.Info.MultiValueOnInfoTest","filtration"
"The test sets the value in the field, and then checks the value in the field with what should be set. The Number Digits class is used for numbers with a fractional part.","18266","A test for entering numbers with a fractional part using the PercentDigits class","","Fri Apr 04 10:51:20 UTC 2025","passed","Fri Apr 04 10:51:38 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","digits"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9750","A test to get the field color value in Hex format","","Fri Apr 04 11:19:37 UTC 2025","passed","Fri Apr 04 11:19:47 UTC 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","color"
"Sorting is not available for InfoWidget.","24424","Sorting test","","Fri Apr 04 11:06:38 UTC 2025","passed","Fri Apr 04 11:07:02 UTC 2025","","Info. Checking the basic functions for the Input","application.Samples.Info.InputOnInfoTest","sorting"
"The test sets the characters in the field, and then returns a list of values that match or contain characters","20040","Character Matching test","","Fri Apr 04 10:57:37 UTC 2025","passed","Fri Apr 04 10:57:57 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","valuesInList"
"The test checks the status of one option, whether it is selected or not","13319","A test to check the status of one option","","Fri Apr 04 11:05:58 UTC 2025","passed","Fri Apr 04 11:06:12 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","statusOption"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","16116","Required Message text Verification field test","","Fri Apr 04 11:03:36 UTC 2025","passed","Fri Apr 04 11:03:52 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","required"
"Sorting is not available for InfoWidget.","25070","Sorting test","","Fri Apr 04 11:10:32 UTC 2025","passed","Fri Apr 04 11:10:57 UTC 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","sorting"
"Filtering is not available for the Form widget","11518","Filtering test","","Fri Apr 04 10:50:57 UTC 2025","passed","Fri Apr 04 10:51:09 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","filtration"
"","15117","A test to check the options of the drop-down list","","Fri Apr 04 10:51:54 UTC 2025","passed","Fri Apr 04 10:52:09 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","options"
"The test sets the value in the field, and then checks the value in the field with what should be set","13944","A test for setting a value in a field","","Fri Apr 04 11:04:47 UTC 2025","passed","Fri Apr 04 11:05:01 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","edit"
"Filtering is not available for the Form widget","13719","Filtering test","","Fri Apr 04 10:51:38 UTC 2025","passed","Fri Apr 04 10:51:52 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","filtration"
"DrillDown is not available for InfoWidget.","16747","The DrillDown test","","Fri Apr 04 11:13:01 UTC 2025","passed","Fri Apr 04 11:13:18 UTC 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","drillDown"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","21917","Confirmation Popup Validation Test","","Fri Apr 04 11:01:37 UTC 2025","passed","Fri Apr 04 11:01:59 UTC 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","confirm"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","13476","Required Message text Verification field test","","Fri Apr 04 10:51:09 UTC 2025","passed","Fri Apr 04 10:51:22 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","required"
"Filtering is not available for InfoWidget.","15815","Filtering test","","Fri Apr 04 11:13:18 UTC 2025","passed","Fri Apr 04 11:13:34 UTC 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","filtration"
"Filtering is not available for the Form widget","14681","Filtering test","","Fri Apr 04 10:59:22 UTC 2025","passed","Fri Apr 04 10:59:36 UTC 2025","","Form. Checking the basic functions for the Hint in the widget Form","application.Samples.Form.HintOnFormTest","filtration"
"Info Widget is always read-only","10933","A test to check the field for ""Read-only""","","Fri Apr 04 11:19:02 UTC 2025","passed","Fri Apr 04 11:19:13 UTC 2025","","Info. Checking the basic functions for the MultiValue","application.Samples.Info.MultiValueOnInfoTest","readonly"
"Sorting is not available for the Form widget","23688","Sorting test","","Fri Apr 04 10:57:56 UTC 2025","passed","Fri Apr 04 10:58:20 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","sorting"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","16979","Confirmation Popup Validation Test","","Fri Apr 04 10:53:52 UTC 2025","passed","Fri Apr 04 10:54:09 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","confirm"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","16760","Required Message validation test for multiple fields","","Fri Apr 04 10:51:06 UTC 2025","passed","Fri Apr 04 10:51:23 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","fieldLevelValidation"
"Info Widget is always read-only","11596","A test to check the field for ""Read-only""","","Fri Apr 04 11:12:16 UTC 2025","passed","Fri Apr 04 11:12:27 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","readonly"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","18067","A test to get the field color value in Hex format","","Fri Apr 04 11:14:53 UTC 2025","passed","Fri Apr 04 11:15:11 UTC 2025","","Info. Checking the basic functions for the Dictionary","application.Samples.Info.DictionaryOnInfoTest","color"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","17452","Required Message text Verification field test","","Fri Apr 04 11:07:38 UTC 2025","passed","Fri Apr 04 11:07:55 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","required"
"Sorting is not available for the Form widget","22324","Sorting test","","Fri Apr 04 10:55:46 UTC 2025","passed","Fri Apr 04 10:56:08 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","sorting"
