"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","10265","Business Exception Validation Test","","Wed Jul 09 09:48:59 GMT 2025","passed","Wed Jul 09 09:49:09 GMT 2025","","List. Checking the basic functions for the MultiValue in the widget List","application.Samples.List.MultiValueOnListTest","businessException"
"The test sets the value in the field, and then checks the value in the field with what should be set.","19592","A test for setting a value in a field","","Wed Jul 09 09:46:01 GMT 2025","passed","Wed Jul 09 09:46:20 GMT 2025","","List. Checking the basic functions for the Radio in the widget List","application.Samples.List.RadioOnListTest","edit"
"Info Widget is always read-only","7222","A test to check the field for ""Read-only""","","Wed Jul 09 09:32:48 GMT 2025","passed","Wed Jul 09 09:32:55 GMT 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","readonly"
"Info Widget is always read-only","6479","A test to check the field for ""Read-only""","","Wed Jul 09 10:03:55 GMT 2025","passed","Wed Jul 09 10:04:01 GMT 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","readonly"
"Checking the url before the transition and after the transition/click on a special element","6998","The DrillDown test","","Wed Jul 09 09:54:27 GMT 2025","passed","Wed Jul 09 09:54:34 GMT 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","drillDown"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","11612","Business Exception Validation Test","","Wed Jul 09 09:57:20 GMT 2025","passed","Wed Jul 09 09:57:31 GMT 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","businessException"
"The test sets the value in the field, and then checks the value in the field with what should be set.","19115","A test for setting a value in a field","","Wed Jul 09 09:38:03 GMT 2025","passed","Wed Jul 09 09:38:22 GMT 2025","","List. Checking the basic functions for the Text in the widget List","application.Samples.List.TextOnListTest","edit"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered.","30260","Required Message validation test for one field","","Wed Jul 09 09:40:15 GMT 2025","passed","Wed Jul 09 09:40:45 GMT 2025","","List. Checking the basic functions for the Date in the widget List","application.Samples.List.DateOnListTest","fieldLevelValidationAnnotation"
"Sorting is not available for InfoWidget.","7886","Sorting test","","Wed Jul 09 09:30:16 GMT 2025","passed","Wed Jul 09 09:30:24 GMT 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","sorting"
"The test sets the value, after which the method returns the full list of value-status","9066","Test to get all values with the status","","Wed Jul 09 09:59:59 GMT 2025","passed","Wed Jul 09 10:00:08 GMT 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","getValues"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","7166","A test to get the field color value in Hex format","","Wed Jul 09 09:33:02 GMT 2025","passed","Wed Jul 09 09:33:09 GMT 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","color"
"A test to get the value from the field. MultiValueHover is always read-only, so it is impossible to set the value.","8023","A test for setting a value in a field","","Wed Jul 09 09:36:06 GMT 2025","passed","Wed Jul 09 09:36:14 GMT 2025","","List. Checking the basic functions for the MultiValueHover in the widget List","application.Samples.List.MultiValueHoverOnListTest","edit"
