"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"DrillDown is not available for InfoWidget.","8957","The DrillDown test","","Thu Apr 10 10:56:59 UTC 2025","passed","Thu Apr 10 10:57:08 UTC 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","drillDown"
"Sorting is not available for InfoWidget.","5770","Sorting test","","Thu Apr 10 10:59:39 UTC 2025","passed","Thu Apr 10 10:59:45 UTC 2025","","Info. Checking the basic functions for the Date","application.Samples.Info.DateOnInfoTest","sorting"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","6500","A test to get the field color value in Hex format","","Thu Apr 10 10:48:00 UTC 2025","passed","Thu Apr 10 10:48:06 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","color"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","8203","Required Message validation test for multiple fields","","Thu Apr 10 10:53:06 UTC 2025","passed","Thu Apr 10 10:53:14 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","fieldLevelValidation"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","7814","Business Exception Validation Test","","Thu Apr 10 10:49:28 UTC 2025","passed","Thu Apr 10 10:49:35 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","businessException"
"The test checks for the disabled attribute","7186","A test to check the field for ""Read-only""","","Thu Apr 10 10:51:47 UTC 2025","passed","Thu Apr 10 10:51:54 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","readonly"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","4760","A test to get the field color value in Hex format","","Thu Apr 10 10:56:36 UTC 2025","passed","Thu Apr 10 10:56:41 UTC 2025","","Info. Checking the basic functions for the Input","application.Samples.Info.InputOnInfoTest","color"
"The test gets the value from the placeholder attribute and returns it in String format","6641","Test for getting the Placeholder value","","Thu Apr 10 10:46:02 UTC 2025","passed","Thu Apr 10 10:46:09 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","placeholder"
"Filtering is not available for InfoWidget.","8200","Filtering test","","Thu Apr 10 10:59:35 UTC 2025","passed","Thu Apr 10 10:59:43 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","filtration"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","11337","Run-time exception validation test","","Thu Apr 10 10:52:09 UTC 2025","passed","Thu Apr 10 10:52:21 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","runtimeException"
"The test gets the value from the placeholder attribute and returns it in String format","6316","Test for getting the Placeholder value","","Thu Apr 10 10:45:57 UTC 2025","passed","Thu Apr 10 10:46:03 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","placeholder"
"Drill Down is not available for InfoWidget.","7193","The DrillDown test","","Thu Apr 10 11:01:24 UTC 2025","passed","Thu Apr 10 11:01:31 UTC 2025","","Info. Checking the basic functions for the MultiValue","application.Samples.Info.MultiValueOnInfoTest","drillDown"
"Sorting is not available for the Form widget","27972","Sorting test","","Thu Apr 10 10:44:29 UTC 2025","passed","Thu Apr 10 10:44:57 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","sorting"
